Job,Operation,Machine,Start,Duration,End
12,1,15,0,34,34
9,3,15,72,20,92
13,7,15,110,11,121
20,5,15,133,38,171
3,6,15,243,23,266
18,7,15,274,29,303
4,12,15,368,32,400
14,2,15,411,15,426
8,7,15,432,26,458
17,10,15,505,22,527
11,7,15,564,18,582
16,14,15,597,16,613
19,1,15,631,26,657
15,11,15,680,19,699
10,13,15,786,28,814
1,6,15,825,35,860
5,12,15,860,17,877
6,13,15,933,25,958
2,14,15,982,12,994
7,14,15,1006,26,1032
12,5,14,100,34,134
18,3,14,144,28,172
13,12,14,205,33,238
4,7,14,241,16,257
20,9,14,262,29,291
3,8,14,295,37,332
10,5,14,345,25,370
8,5,14,373,40,413
11,1,14,417,25,442
9,9,14,501,11,512
17,12,14,555,32,587
15,8,14,587,26,613
16,15,14,613,20,633
7,1,14,633,25,658
6,7,14,751,26,777
19,5,14,779,19,798
5,10,14,820,11,831
14,8,14,831,19,850
1,7,14,862,20,882
2,10,14,882,12,894
13,2,13,12,27,39
5,3,13,78,31,109
9,7,13,194,22,216
12,9,13,223,20,243
4,8,13,257,14,271
8,2,13,271,33,304
6,4,13,304,40,344
20,14,13,385,35,420
17,7,13,423,26,449
3,12,13,449,11,460
10,10,13,467,32,499
15,6,13,562,12,574
16,13,13,583,14,597
11,13,13,702,22,724
7,4,13,725,18,743
2,8,13,828,20,848
14,10,13,885,33,918
1,10,13,923,11,934
18,15,13,981,35,1016
19,15,13,1033,15,1048
20,3,12,76,33,109
5,4,12,109,28,137
13,11,12,174,31,205
12,12,12,313,16,329
10,4,12,329,14,343
8,4,12,343,30,373
16,7,12,438,11,449
4,14,12,453,25,478
3,14,12,500,36,536
17,11,12,536,19,555
15,7,12,575,11,586
19,2,12,661,31,692
7,3,12,692,33,725
11,14,12,725,27,752
9,13,12,780,23,803
6,9,12,810,28,838
18,10,12,876,12,888
1,8,12,888,17,905
14,12,12,949,18,967
2,13,12,967,15,982
12,2,11,34,15,49
9,2,11,53,16,69
3,4,11,176,35,211
18,5,11,211,30,241
13,14,11,269,12,281
4,9,11,295,23,318
6,5,11,344,19,363
17,5,11,377,22,399
20,15,11,420,39,459
15,3,11,476,28,504
16,11,11,528,32,560
8,15,11,670,35,705
5,7,11,726,27,753
11,15,11,753,21,774
10,12,11,774,12,786
19,6,11,798,35,833
2,9,11,857,19,876
1,9,11,905,18,923
7,12,11,944,32,976
14,14,11,1004,32,1036
16,3,10,43,25,68
13,9,10,138,25,163
18,4,10,172,20,192
4,6,10,227,14,241
10,2,10,241,37,278
8,3,10,304,34,338
20,13,10,345,40,385
12,15,10,399,13,412
3,11,10,417,26,443
17,9,10,471,34,505
9,10,10,512,20,532
14,7,10,532,11,543
15,10,10,640,40,680
11,12,10,680,22,702
2,6,10,761,17,778
7,9,10,862,14,876
5,14,10,904,37,941
19,10,10,941,13,954
6,14,10,958,40,998
1,15,10,1005,35,1040
16,1,9,0,15,15
1,3,9,64,13,77
13,5,9,80,11,91
20,4,9,115,17,132
9,5,9,132,26,158
4,4,9,181,23,204
3,7,9,266,29,295
17,3,9,326,37,363
12,14,9,366,33,399
8,6,9,414,12,426
14,4,9,454,32,486
