Job,Operation,Machine,Start,Duration,End
10,2,10,22,76,98
8,3,10,120,57,177
9,6,10,287,81,368
5,7,10,395,14,409
2,5,10,436,60,496
6,7,10,536,85,621
7,4,10,696,98,794
4,10,10,897,29,926
1,10,10,971,76,1047
3,10,10,1047,58,1105
9,3,9,61,78,139
10,4,9,187,13,200
2,4,9,384,52,436
6,4,9,436,19,455
5,9,9,484,64,548
4,4,9,611,50,661
1,9,9,751,99,850
8,5,9,850,86,936
7,7,9,936,86,1022
3,9,9,1022,24,1046
9,4,8,139,85,224
10,7,8,302,75,377
5,8,8,409,70,479
3,2,8,514,11,525
2,7,8,525,18,543
6,8,8,630,87,717
1,8,8,744,7,751
4,8,8,824,23,847
8,7,8,990,24,1014
7,8,8,1022,14,1036
9,2,7,50,11,61
5,2,7,71,6,77
8,2,7,93,27,120
10,5,7,200,88,288
6,3,7,360,70,430
2,6,7,496,29,525
3,5,7,601,16,617
1,7,7,648,96,744
4,9,7,847,50,897
7,9,7,1036,27,1063
10,3,6,98,89,187
5,5,6,201,86,287
9,9,6,387,46,433
2,8,6,543,89,632
1,6,6,632,16,648
4,5,6,661,63,724
6,9,6,724,79,803
3,8,6,955,61,1016
8,8,6,1016,49,1065
7,10,6,1065,57,1122
8,1,5,0,93,93
7,1,5,123,76,199
9,5,5,224,63,287
6,1,5,290,46,336
2,3,5,336,48,384
10,8,5,384,98,482
1,5,5,482,75,557
5,10,5,557,24,581
3,6,5,617,83,700
4,7,5,759,65,824
2,2,4,16,88,104
5,4,4,105,96,201
7,2,4,201,60,261
10,6,4,288,10,298
9,7,4,368,10,378
1,4,4,390,86,476
6,6,4,509,22,531
3,3,4,531,14,545
4,3,4,594,17,611
8,4,4,758,87,845
10,1,3,0,22,22
9,1,3,22,28,50
1,3,3,197,33,230
5,6,3,294,99,393
6,5,3,455,54,509
3,4,3,545,56,601
2,9,3,632,80,712
4,6,3,724,35,759
7,5,3,803,76,879
8,6,3,936,54,990
5,3,2,77,28,105
1,2,2,143,54,197
9,8,2,378,9,387
10,9,2,484,78,562
4,2,2,563,31,594
2,10,2,712,76,788
7,6,2,883,50,933
3,7,2,934,10,944
6,10,2,950,93,1043
8,10,2,1085,47,1132
2,1,1,0,16,16
5,1,1,16,55,71
1,1,1,71,72,143
7,3,1,261,76,337
6,2,1,337,23,360
9,10,1,433,32,465
3,1,1,467,47,514
4,1,1,514,49,563
10,10,1,563,17,580
8,9,1,1065,20,1085
