Job,Operation,Machine,Start,Duration,End
47,3,10,49,29,78
48,4,10,92,38,130
45,3,10,130,69,199
32,1,10,199,35,234
26,1,10,234,23,257
11,0,10,315,57,372
43,5,10,372,19,391
10,8,10,398,84,482
40,2,10,505,20,525
44,3,10,584,71,655
12,2,10,675,83,758
29,8,10,927,37,964
6,5,10,985,14,999
4,6,10,1017,88,1105
16,2,10,1110,20,1130
34,5,10,1218,44,1262
27,4,10,1380,78,1458
38,7,10,1530,94,1624
13,2,10,1624,48,1672
24,6,10,1703,19,1722
20,1,10,1832,96,1928
3,8,10,2084,60,2144
8,9,10,2144,72,2216
7,3,10,2235,100,2335
17,7,10,2335,86,2421
42,4,10,2421,77,2498
1,3,10,2499,11,2510
36,5,10,2584,95,2679
9,5,10,2728,22,2750
2,6,10,2750,61,2811
15,4,10,2877,63,2940
37,0,10,2956,85,3041
30,6,10,3083,20,3103
39,3,10,3137,56,3193
28,9,10,3233,22,3255
22,9,10,3349,53,3402
50,8,10,3462,82,3544
49,8,10,3544,10,3554
35,2,10,3660,94,3754
41,4,10,3754,11,3765
31,9,10,3774,19,3793
33,6,10,3793,77,3870
5,6,10,3941,60,4001
46,8,10,4031,36,4067
14,7,10,4079,67,4146
21,5,10,4154,13,4167
23,9,10,4206,22,4228
18,7,10,4239,78,4317
19,9,10,4334,82,4416
25,9,10,4416,54,4470
47,2,9,37,12,49
48,3,9,65,27,92
10,2,9,92,59,151
41,0,9,160,87,247
43,4,9,283,85,368
39,1,9,368,22,390
40,1,9,497,8,505
26,8,9,562,84,646
29,4,9,662,89,751
44,8,9,881,67,948
16,0,9,961,77,1038
12,8,9,1049,93,1142
4,8,9,1142,89,1231
34,7,9,1270,73,1343
17,0,9,1343,68,1411
45,9,9,1411,40,1451
24,3,9,1456,81,1537
13,1,9,1566,53,1619
27,9,9,1619,46,1665
38,9,9,1665,74,1739
50,5,9,1739,56,1795
3,5,9,1923,95,2018
8,6,9,2029,66,2095
20,5,9,2095,50,2145
1,0,9,2312,100,2412
6,8,9,2412,25,2437
7,7,9,2480,75,2555
36,4,9,2555,29,2584
2,4,9,2619,29,2648
15,1,9,2661,94,2755
9,6,9,2755,12,2767
32,8,9,2767,63,2830
22,1,9,3007,18,3025
28,4,9,3025,92,3117
11,9,9,3117,27,3144
30,9,9,3243,80,3323
49,3,9,3423,9,3432
25,3,9,3436,72,3508
31,3,9,3508,99,3607
35,1,9,3633,18,3651
37,9,9,3651,65,3716
5,3,9,3799,60,3859
19,0,9,3864,29,3893
46,5,9,3939,2,3941
33,9,9,3955,39,3994
23,6,9,4016,89,4105
42,5,9,4105,48,4153
14,8,9,4153,28,4181
18,6,9,4181,50,4231
21,7,9,4272,70,4342
48,2,8,60,5,65
45,1,8,65,39,104
43,1,8,127,19,146
47,8,8,208,22,230
10,7,8,319,79,398
26,5,8,405,27,432
29,1,8,432,89,521
12,0,8,526,81,607
40,5,8,648,5,653
6,1,8,783,9,792
4,4,8,868,50,918
44,9,8,948,37,985
34,2,8,985,79,1064
50,2,8,1109,17,1126
16,3,8,1130,100,1230
27,3,8,1284,90,1374
38,5,8,1472,18,1490
17,3,8,1552,84,1636
11,5,8,1660,10,1670
13,4,8,1700,74,1774
24,9,8,1801,7,1808
3,3,8,1836,19,1855
8,3,8,1908,12,1920
20,6,8,2145,60,2205
21,0,8,2244,68,2312
7,4,8,2335,54,2389
1,1,8,2418,30,2448
2,3,8,2570,39,2609
36,7,8,2776,28,2804
9,8,8,2830,81,2911
28,3,8,2948,68,3016
15,8,8,3032,26,3058
22,3,8,3091,9,3100
30,7,8,3111,77,3188
39,5,8,3196,64,3260
49,1,8,3282,47,3329
37,7,8,3331,93,3424
25,4,8,3508,35,3543
14,3,8,3610,49,3659
31,6,8,3671,15,3686
33,3,8,3706,27,3733
41,5,8,3768,13,3781
46,1,8,3791,73,3864
35,6,8,3864,74,3938
5,7,8,4001,40,4041
32,9,8,4041,52,4093
23,7,8,4105,69,4174
42,7,8,4181,66,4247
19,7,8,4260,53,4313
18,9,8,4323,89,4412
10,0,7,12,62,74
47,7,7,151,57,208
48,6,7,230,48,278
43,3,7,278,5,283
26,3,7,299,53,352
2,1,7,352,20,372
11,2,7,471,2,473
18,2,7,479,6,485
29,2,7,521,71,592
4,1,7,690,70,760
6,0,7,760,23,783
44,7,7,840,41,881
12,5,7,926,87,1013
50,1,7,1079,27,1106
34,4,7,1119,98,1217
45,6,7,1229,57,1286
24,1,7,1363,19,1382
17,1,7,1411,62,1473
27,7,7,1502,86,1588
38,8,7,1624,41,1665
13,6,7,1846,77,1923
8,4,7,1923,56,1979
16,6,7,2039,17,2056
3,9,7,2144,80,2224
30,4,7,2239,62,2301
42,2,7,2315,43,2358
7,6,7,2430,50,2480
9,1,7,2482,90,2572
32,6,7,2608,66,2674
1,9,7,2710,94,2804
15,3,7,2804,73,2877
36,9,7,2877,89,2966
22,0,7,2966,41,3007
37,1,7,3042,56,3098
39,2,7,3098,39,3137
28,7,7,3144,77,3221
49,7,7,3540,1,3541
25,5,7,3543,32,3575
31,4,7,3607,59,3666
14,4,7,3666,51,3717
33,4,7,3743,41,3784
20,9,7,3784,78,3862
46,2,7,3867,17,3884
23,3,7,3884,73,3957
41,8,7,3957,32,3989
35,8,7,4004,6,4010
5,9,7,4052,25,4077
19,8,7,4313,21,4334
21,8,7,4342,27,4369
40,9,7,4369,88,4457
48,0,6,0,53,53
47,4,6,78,28,106
45,5,6,245,20,265
10,6,6,290,29,319
11,1,6,372,99,471
36,2,6,473,51,524
40,3,6,525,38,563
44,4,6,655,35,690
29,6,6,823,78,901
12,4,6,901,25,926
6,6,6,999,30,1029
43,8,6,1046,87,1133
50,3,6,1133,64,1197
4,9,6,1231,33,1264
34,6,6,1264,6,1270
24,0,6,1270,93,1363
38,3,6,1363,38,1401
27,6,6,1496,2,1498
13,0,6,1498,65,1563
3,0,6,1595,80,1675
16,5,6,1958,77,2035
20,4,6,2041,54,2095
8,7,6,2095,39,2134
7,2,6,2159,76,2235
17,8,6,2421,60,2481
32,5,6,2568,32,2600
1,6,6,2613,41,2654
28,1,6,2774,61,2835
9,9,6,2911,52,2963
15,9,6,3058,42,3100
37,2,6,3100,54,3154
39,4,6,3193,3,3196
30,8,6,3196,47,3243
22,8,6,3308,41,3349
25,2,6,3385,51,3436
14,1,6,3498,37,3535
49,9,6,3554,5,3559
41,1,6,3615,44,3659
31,5,6,3666,5,3671
23,0,6,3782,9,3791
33,5,6,3791,2,3793
35,4,6,3793,42,3835
19,1,6,3899,5,3904
5,5,6,3937,4,3941
46,6,6,3941,68,4009
26,9,6,4092,49,4141
42,6,6,4153,23,4176
21,6,6,4176,96,4272
2,9,6,4272,47,4319
18,8,6,4319,4,4323
27,0,5,13,4,17
47,1,5,20,17,37
48,1,5,53,7,60
2,0,5,73,81,154
10,4,5,217,41,258
26,2,5,258,41,299
18,0,5,332,71,403
36,1,5,403,70,473
44,2,5,554,30,584
4,0,5,594,86,680
29,5,5,751,72,823
34,0,5,872,66,938
50,0,5,1029,49,1078
12,9,5,1142,1,1143
