Job,Operation,Machine,Start,Duration,End
9,0,10,0,68,68
3,4,10,216,38,254
7,4,10,285,81,366
4,3,10,462,88,550
10,8,10,620,46,666
1,8,10,666,24,690
5,1,10,690,20,710
6,1,10,710,73,783
2,3,10,783,22,805
8,4,10,948,62,1010
1,1,9,70,24,94
9,3,9,232,86,318
4,1,9,318,76,394
3,8,9,421,75,496
10,6,9,496,84,580
5,0,9,621,60,681
2,2,9,681,92,773
8,3,9,868,79,947
7,7,9,1041,54,1095
6,7,9,1102,58,1160
1,0,8,7,62,69
3,1,8,111,46,157
7,2,8,157,57,214
10,2,8,275,34,309
9,4,8,336,66,402
5,2,8,710,25,735
2,6,8,927,56,983
4,9,8,1030,85,1115
8,8,8,1161,30,1191
6,9,8,1240,65,1305
9,1,7,68,66,134
3,2,7,160,22,182
7,3,7,214,71,285
1,5,7,437,38,475
4,5,7,586,75,661
10,9,7,666,44,710
8,1,7,752,86,838
6,6,7,1080,22,1102
5,8,7,1102,54,1156
2,9,7,1156,67,1223
7,0,6,13,81,94
1,2,6,94,25,119
9,2,6,134,98,232
2,0,6,232,47,279
4,2,6,394,68,462
10,5,6,462,34,496
3,9,6,496,96,592
6,2,6,783,51,834
8,2,6,839,21,860
5,7,6,996,98,1094
4,0,5,229,85,314
3,6,5,331,40,371
1,4,5,385,47,432
10,7,5,580,40,620
9,8,5,642,47,689
8,0,5,724,20,744
5,4,5,814,81,895
2,5,5,898,29,927
6,4,5,929,65,994
7,6,5,1013,26,1039
1,3,4,119,84,203
10,1,4,225,50,275
3,7,4,378,33,411
9,6,4,465,82,547
4,4,4,550,36,586
6,0,4,618,87,705
5,3,4,741,63,804
2,7,4,991,80,1071
7,8,4,1102,58,1160
8,9,4,1191,46,1237
7,1,3,99,53,152
3,3,3,188,26,214
10,3,3,318,58,376
1,6,3,478,82,560
2,1,3,583,97,680
9,9,3,689,78,767
4,6,3,767,56,823
6,3,3,834,95,929
8,5,3,1011,34,1045
5,9,3,1156,86,1242
3,0,2,66,45,111
10,4,2,379,77,456
9,7,2,547,95,642
1,9,2,690,66,756
2,4,2,805,93,898
4,7,2,898,35,933
5,6,2,957,30,987
6,5,2,994,86,1080
8,7,2,1080,81,1161
7,9,2,1161,69,1230
10,0,1,194,30,224
3,5,1,254,69,323
7,5,1,366,43,409
9,5,1,409,56,465
1,7,1,568,93,661
5,5,1,901,52,953
4,8,1,953,77,1030
8,6,1,1045,27,1072
2,8,1,1072,78,1150
6,8,1,1160,80,1240
