Job,Operation,Machine,Start,Duration,End
12,0,15,0,43,43
1,1,15,131,43,174
11,12,15,640,55,695
15,8,15,723,22,745
14,14,15,752,89,841
2,13,15,889,5,894
8,7,15,915,65,980
6,12,15,1000,59,1059
4,10,15,1224,83,1307
5,3,15,1319,62,1381
3,10,15,1381,59,1440
13,11,15,1465,28,1493
9,11,15,1590,23,1613
7,11,15,1619,42,1661
10,11,15,1689,80,1769
6,0,14,0,78,78
11,2,14,223,14,237
4,9,14,660,10,670
14,12,14,683,32,715
2,9,14,718,76,794
7,1,14,820,46,866
15,11,14,866,97,963
13,7,14,1083,84,1167
3,9,14,1196,26,1222
10,5,14,1272,27,1299
12,13,14,1313,26,1339
8,12,14,1355,27,1382
5,4,14,1382,36,1418
1,9,14,1512,72,1584
9,13,14,1619,83,1702
6,1,13,78,53,131
14,5,13,316,21,337
4,3,13,355,37,392
11,6,13,414,52,466
15,5,13,531,69,600
12,4,13,763,17,780
2,10,13,794,43,837
13,6,13,992,91,1083
7,3,13,1096,65,1161
5,0,13,1161,69,1230
8,10,13,1230,43,1273
1,7,13,1473,15,1488
9,8,13,1488,52,1540
3,13,13,1575,96,1671
10,12,13,1769,39,1808
6,2,12,131,17,148
4,4,12,392,43,435
2,4,12,504,20,524
11,10,12,528,51,579
14,11,12,666,11,677
12,3,12,749,12,761
8,5,12,786,99,885
15,12,12,966,18,984
3,7,12,1159,11,1170
7,4,12,1170,69,1239
13,10,12,1410,47,1457
1,8,12,1488,24,1512
5,7,12,1528,16,1544
9,10,12,1575,15,1590
10,14,12,1874,29,1903
1,0,11,0,51,51
8,1,11,73,71,144
14,4,11,221,95,316
3,2,11,316,5,321
2,2,11,368,77,445
15,4,11,494,37,531
12,1,11,593,72,665
11,13,11,695,42,737
7,0,11,737,83,820
13,5,11,951,41,992
6,13,11,1059,13,1072
10,3,11,1228,6,1234
4,11,11,1313,68,1381
9,12,11,1613,6,1619
5,12,11,1700,40,1740
8,4,10,226,20,246
2,1,10,276,88,364
14,8,10,445,53,498
11,8,10,498,25,523
6,6,10,693,12,705
15,9,10,745,44,789
12,6,10,833,27,860
7,2,10,866,7,873
13,4,10,907,44,951
10,2,10,1157,66,1223
5,1,10,1230,59,1289
4,12,10,1391,52,1443
3,11,10,1443,85,1528
9,9,10,1540,35,1575
1,12,10,1723,64,1787
8,2,9,144,64,208
11,3,9,239,65,304
14,6,9,337,84,421
2,6,9,576,70,646
6,7,9,709,64,773
15,10,9,790,73,863
9,5,9,881,45,926
3,5,9,985,80,1065
12,10,9,1083,79,1162
13,8,9,1289,91,1380
7,8,9,1380,66,1446
4,13,9,1446,66,1512
5,8,9,1544,54,1598
1,10,9,1598,45,1643
10,13,9,1808,66,1874
8,0,8,0,73,73
1,2,8,176,80,256
15,1,8,262,93,355
14,9,8,498,67,565
11,11,8,579,61,640
4,8,8,640,20,660
13,0,8,660,49,709
2,11,8,837,31,868
6,9,8,868,59,927
3,4,8,927,58,985
12,11,8,1166,91,1257
10,7,8,1380,70,1450
7,10,8,1529,90,1619
9,14,8,1702,30,1732
5,13,8,1740,88,1828
11,1,7,158,58,216
8,3,7,216,10,226
2,0,7,231,40,271
4,1,7,271,9,280
1,4,7,280,38,318
14,10,7,565,91,656
15,7,7,666,57,723
12,7,7,869,51,920
6,10,7,927,5,932
9,6,7,932,21,953
3,6,7,1065,94,1159
7,5,7,1239,62,1301
10,6,7,1301,79,1380
13,9,7,1381,21,1402
5,6,7,1444,84,1528
6,3,6,148,29,177
4,0,6,245,23,268
3,3,6,321,64,385
11,5,6,390,14,404
14,7,6,421,24,445
2,3,6,445,59,504
15,6,6,600,66,666
12,2,6,671,78,749
13,3,6,829,78,907
9,7,6,953,35,988
8,8,6,988,82,1070
10,1,6,1150,7,1157
7,9,6,1446,83,1529
5,9,6,1598,42,1640
1,11,6,1643,80,1723
14,1,5,25,85,110
6,4,5,177,82,259
1,3,5,261,18,279
11,7,5,469,21,490
4,6,5,527,75,602
9,0,5,603,82,685
2,8,5,686,32,718
13,2,5,758,71,829
8,6,5,891,24,915
15,14,5,1054,41,1095
10,4,5,1236,28,1264
12,12,5,1264,49,1313
3,12,5,1528,47,1575
7,12,5,1661,81,1742
5,14,5,1828,79,1907
14,0,4,0,25,25
11,0,4,106,44,150
15,0,4,168,92,260
3,1,4,260,49,309
1,5,4,318,24,342
2,5,4,524,52,576
4,7,4,602,34,636
9,2,4,728,92,820
6,11,4,932,68,1000
8,9,4,1153,72,1225
5,2,4,1290,28,1318
12,14,4,1339,93,1432
13,12,4,1495,61,1556
10,10,4,1629,60,1689
7,13,4,1742,69,1811
14,3,3,176,45,221
6,5,3,259,23,282
4,5,3,442,79,521
11,14,3,737,36,773
9,3,3,825,8,833
2,12,3,868,21,889
12,8,3,922,63,985
15,13,3,985,69,1054
10,0,3,1063,84,1147
7,7,3,1321,58,1379
8,13,3,1382,24,1406
1,6,3,1406,67,1473
13,13,3,1559,70,1629
5,10,3,1640,54,1694
3,14,3,1831,14,1845
11,4,2,309,72,381
15,3,2,454,40,494
9,1,2,688,34,722
14,13,2,722,30,752
6,8,2,776,86,862
2,14,2,894,47,941
12,9,2,994,79,1073
3,8,2,1170,26,1196
8,11,2,1273,82,1355
5,5,2,1418,26,1444
4,14,2,1512,9,1521
10,9,2,1535,94,1629
13,14,2,1629,93,1722
1,13,2,1787,44,1831
7,14,2,1831,85,1916
14,2,1,110,66,176
3,0,1,220,32,252
4,2,1,280,75,355
15,2,1,355,99,454
11,9,1,523,5,528
2,7,1,646,40,686
13,1,1,709,49,758
12,5,1,780,46,826
9,4,1,843,38,881
6,14,1,1072,56,1128
7,6,1,1304,16,1320
8,14,1,1406,33,1439
10,8,1,1450,85,1535
5,11,1,1694,6,1700
1,14,1,1831,88,1919
