Job,Operation,Machine,Start,Duration,End
16,0,5,1,52,53
15,1,5,53,64,117
12,2,5,123,13,136
18,0,5,136,38,174
20,3,5,188,85,273
17,3,5,273,73,346
4,4,5,358,46,404
14,1,5,420,47,467
5,4,5,520,23,543
2,4,5,566,5,571
8,0,5,611,12,623
7,3,5,684,29,713
1,3,5,787,95,882
11,4,5,885,19,904
10,1,5,929,27,956
9,4,5,1035,7,1042
3,4,5,1047,55,1102
13,3,5,1112,88,1200
19,4,5,1201,46,1247
6,4,5,1289,5,1294
12,0,4,9,59,68
16,1,4,83,28,111
15,2,4,121,84,205
3,0,4,205,20,225
17,2,4,255,10,265
20,4,4,273,32,305
4,2,4,305,19,324
5,1,4,330,25,355
7,0,4,360,71,431
11,1,4,444,85,529
2,3,4,531,35,566
1,0,4,566,60,626
8,1,4,626,33,659
9,3,4,684,83,767
19,0,4,767,93,860
14,4,4,860,74,934
18,1,4,937,95,1032
13,2,4,1032,80,1112
6,1,4,1112,28,1140
10,3,4,1201,17,1218
15,0,3,3,41,44
12,1,3,68,46,114
16,2,3,114,26,140
20,2,3,145,43,188
4,0,3,201,37,238
5,0,3,257,73,330
17,4,3,346,17,363
14,0,3,363,57,420
7,2,3,473,12,485
2,2,3,492,39,531
13,0,3,555,53,608
9,2,3,635,49,684
8,3,3,714,87,801
11,3,3,801,84,885
1,4,3,885,66,951
10,2,3,956,65,1021
3,3,3,1026,21,1047
19,2,3,1047,95,1142
6,2,3,1142,83,1225
18,4,3,1225,67,1292
17,0,2,45,11,56
20,1,2,60,85,145
12,3,2,145,64,209
15,3,2,212,78,290
4,3,2,324,34,358
5,2,2,358,24,382
2,0,2,382,54,436
7,1,2,436,37,473
3,1,2,473,46,519
11,2,2,529,66,595
9,1,2,595,40,635
8,2,2,659,55,714
1,2,2,714,72,786
14,3,2,787,67,854
19,1,2,860,65,925
13,1,2,955,73,1028
6,0,2,1034,78,1112
18,3,2,1123,97,1220
10,4,2,1220,23,1243
16,4,2,1243,46,1289
20,0,1,0,60,60
17,1,1,60,64,124
16,3,1,140,63,203
12,4,1,209,25,234
4,1,1,239,59,298
15,4,1,298,84,382
11,0,1,382,62,444
2,1,1,444,48,492
5,3,1,492,28,520
9,0,1,540,48,588
1,1,1,626,87,713
7,4,1,713,53,766
14,2,1,766,14,780
8,4,1,801,38,839
10,0,1,839,90,929
3,2,1,929,97,1026
18,2,1,1035,85,1120
19,3,1,1142,59,1201
13,4,1,1201,41,1242
6,3,1,1244,45,1289
