Job,Operation,Machine,Start,Duration,End
18,2,20,77,49,126
15,6,20,170,12,182
6,11,20,332,13,345
8,19,20,601,22,623
16,19,20,623,49,672
3,8,20,715,33,748
10,7,20,826,36,862
13,19,20,901,49,950
9,18,20,1100,41,1141
1,11,20,1161,25,1186
5,12,20,1199,10,1209
12,19,20,1241,20,1261
19,9,20,1302,35,1337
17,9,20,1370,30,1400
7,19,20,1470,17,1487
4,19,20,1487,41,1528
11,16,20,1559,34,1593
2,19,20,1593,34,1627
14,19,20,1627,27,1654
20,19,20,1670,38,1708
11,1,19,29,48,77
6,0,19,77,14,91
14,0,19,94,38,132
8,5,19,147,43,190
15,11,19,291,43,334
16,12,19,416,48,464
4,9,19,490,15,505
9,5,19,652,33,685
2,16,19,721,26,747
13,17,19,858,22,880
3,16,19,987,22,1009
1,7,19,1062,10,1072
12,14,19,1088,23,1111
7,7,19,1111,28,1139
10,17,19,1160,49,1209
20,8,19,1248,37,1285
17,6,19,1285,24,1309
18,19,19,1322,12,1334
5,19,19,1384,17,1401
19,15,19,1487,14,1501
3,0,18,0,34,34
8,2,18,48,12,60
16,4,18,197,18,215
2,11,18,438,39,477
6,19,18,560,30,590
12,0,18,590,37,627
15,15,18,667,40,707
10,5,18,786,12,798
13,15,18,798,26,824
18,6,18,824,21,845
1,1,18,866,38,904
7,4,18,1030,14,1044
9,17,18,1060,40,1100
20,3,18,1109,31,1140
5,16,18,1314,32,1346
4,14,18,1356,16,1372
14,12,18,1390,47,1437
11,12,18,1437,21,1458
19,14,18,1458,29,1487
17,19,18,1678,22,1700
18,0,17,0,30,30
8,1,17,33,15,48
6,1,17,94,20,114
15,5,17,127,43,170
2,3,17,170,38,208
4,2,17,241,47,288
16,10,17,361,18,379
19,3,17,457,48,505
3,2,17,549,10,559
13,11,17,682,32,714
5,3,17,732,45,777
1,0,17,826,34,860
9,12,17,878,29,907
10,12,17,973,49,1022
20,1,17,1022,44,1066
7,8,17,1141,16,1157
12,17,17,1186,45,1231
14,10,17,1323,36,1359
17,11,17,1447,24,1471
11,17,17,1593,22,1615
9,2,16,67,25,92
15,8,16,226,15,241
6,10,16,290,42,332
16,9,16,333,28,361
8,10,16,361,24,385
11,9,16,406,23,429
13,8,16,608,13,621
3,5,16,635,27,662
12,2,16,676,45,721
2,18,16,766,39,805
5,7,16,896,11,907
1,4,16,960,42,1002
18,13,16,1066,41,1107
10,19,16,1255,36,1291
14,9,16,1304,19,1323
7,15,16,1350,22,1372
4,15,16,1372,28,1400
20,12,16,1410,26,1436
19,18,16,1560,38,1598
17,16,16,1617,10,1627
11,2,15,82,15,97
2,5,15,255,38,293
13,7,15,293,28,321
4,4,15,336,15,351
6,13,15,368,40,408
8,13,15,443,32,475
16,16,15,506,43,549
19,5,15,549,43,592
15,16,15,707,49,756
5,4,15,777,39,816
3,11,15,825,24,849
18,7,15,849,33,882
10,10,15,914,48,962
9,16,15,1021,39,1060
12,13,15,1060,28,1088
20,4,15,1140,35,1175
1,12,15,1189,31,1220
14,6,15,1220,27,1247
7,12,15,1254,30,1284
17,8,15,1344,26,1370
11,0,14,2,23,25
18,1,14,30,47,77
16,2,14,117,43,160
6,4,14,162,10,172
13,3,14,173,13,186
8,7,14,230,43,273
17,1,14,285,38,323
2,8,14,366,22,388
19,0,14,388,10,398
10,0,14,421,26,447
4,11,14,559,19,578
3,4,14,607,28,635
9,7,14,711,45,756
15,17,14,756,38,794
12,7,14,849,44,893
5,8,14,907,16,923
7,3,14,1011,19,1030
14,3,14,1114,43,1157
20,5,14,1175,17,1192
1,13,14,1230,33,1263
6,3,13,143,14,157
19,2,13,437,18,455
4,8,13,455,35,490
8,16,13,538,24,562
16,18,13,602,12,614
5,0,13,614,47,661
13,10,13,661,21,682
2,15,13,682,39,721
3,9,13,748,40,788
15,18,13,794,16,810
12,6,13,815,29,844
9,14,13,953,17,970
7,1,13,970,15,985
10,13,13,1022,24,1046
20,6,13,1192,42,1234
18,18,13,1275,47,1322
1,17,13,1350,16,1366
17,10,13,1400,47,1447
11,13,13,1458,32,1490
14,16,13,1552,32,1584
2,1,12,111,33,144
8,6,12,190,40,230
6,9,12,272,18,290
11,10,12,429,45,474
16,15,12,488,18,506
4,12,12,578,10,588
13,12,12,714,21,735
15,19,12,810,30,840
9,11,12,849,29,878
3,17,12,1012,31,1043
10,14,12,1046,48,1094
1,9,12,1098,24,1122
5,10,12,1128,19,1147
12,16,12,1153,33,1186
18,16,12,1195,36,1231
19,10,12,1341,31,1372
7,17,12,1415,32,1447
17,12,12,1471,47,1518
20,15,12,1519,35,1554
14,18,12,1600,18,1618
9,0,11,0,34,34
15,3,11,64,35,99
13,4,11,191,11,202
4,3,11,289,45,334
11,7,11,339,18,357
16,11,11,379,37,416
6,17,11,492,23,515
8,17,11,562,24,586
19,6,11,593,46,639
2,14,11,645,36,681
10,6,11,798,28,826
3,13,11,864,34,898
18,12,11,1021,43,1064
1,8,11,1072,26,1098
5,13,11,1209,17,1226
12,18,11,1231,10,1241
20,9,11,1285,39,1324
7,18,11,1447,23,1470
14,14,11,1478,34,1512
17,14,11,1558,43,1601
15,7,10,182,44,226
16,6,10,243,27,270
8,8,10,273,48,321
6,14,10,408,48,456
2,12,10,477,15,492
5,2,10,684,48,732
12,4,10,762,15,777
3,10,10,788,37,825
13,16,10,825,33,858
10,8,10,862,27,889
18,10,10,949,24,973
20,0,10,976,45,1021
9,19,10,1141,37,1178
