Job,Operation,Machine,Start,Duration,End
7,2,10,72,43,115
1,1,10,115,66,181
3,1,10,181,12,193
6,1,10,215,8,223
9,1,10,318,79,397
8,1,10,460,81,541
2,2,10,647,99,746
4,10,10,971,73,1044
10,10,10,1086,23,1109
5,10,10,1128,67,1195
7,1,9,16,52,68
1,2,9,181,13,194
3,2,9,194,26,220
6,2,9,224,85,309
9,2,9,407,55,462
8,2,9,545,23,568
10,9,9,568,33,601
2,1,9,605,34,639
4,9,9,963,8,971
5,9,9,1106,22,1128
7,4,8,127,78,205
3,3,8,220,64,284
1,4,8,287,91,378
6,4,8,383,97,480
10,8,8,525,39,564
8,3,8,569,23,592
5,3,8,651,48,699
2,4,8,809,65,874
4,8,8,874,89,963
9,8,8,1076,10,1086
7,3,7,117,5,122
3,4,7,284,92,376
1,5,7,378,14,392
10,7,7,468,54,522
8,4,7,594,75,669
6,7,7,671,75,746
4,5,7,746,84,830
5,6,7,944,40,984
2,7,7,1008,21,1029
9,7,7,1029,47,1076
7,5,6,206,12,218
10,6,6,270,98,368
1,6,6,392,70,462
3,6,6,462,28,490
6,5,6,490,92,582
9,5,6,582,83,665
5,4,6,699,44,743
8,6,6,756,56,812
4,7,6,852,18,870
2,5,6,874,62,936
10,5,5,218,52,270
7,7,5,280,21,301
3,5,5,393,67,460
9,4,5,558,21,579
6,6,5,582,89,671
8,5,5,678,78,756
4,6,5,833,19,852
5,5,5,852,92,944
2,6,5,944,64,1008
1,9,5,1019,86,1105
10,4,4,189,29,218
7,6,4,218,62,280
6,3,4,319,58,377
3,7,4,490,66,556
4,3,4,577,82,659
9,6,4,665,93,758
8,7,4,816,51,867
1,7,4,867,99,966
5,7,4,984,60,1044
2,9,4,1044,9,1053
10,3,3,106,83,189
7,8,3,344,80,424
9,3,3,462,88,550
3,8,3,563,83,646
4,4,3,662,75,737
6,8,3,746,77,823
8,8,3,876,39,915
1,8,3,966,53,1019
2,8,3,1029,12,1041
5,8,3,1044,62,1106
10,2,2,43,63,106
7,9,2,431,60,491
4,2,2,504,73,577
5,2,2,577,74,651
3,9,2,651,38,689
6,9,2,823,95,918
8,9,2,918,53,971
2,10,2,1053,75,1128
1,10,2,1128,16,1144
9,10,2,1149,14,1163
10,1,1,0,43,43
5,1,1,43,34,77
1,3,1,194,93,287
4,1,1,417,77,494
7,10,1,494,31,525
3,10,1,689,58,747
2,3,1,747,62,809
6,10,1,918,5,923
8,10,1,971,96,1067
9,9,1,1086,63,1149
