Job,Operation,Machine,Start,Duration,End
17,0,15,0,20,20
2,2,15,33,19,52
5,1,15,52,15,67
8,5,15,125,13,138
18,2,15,140,16,156
19,4,15,206,20,226
3,5,15,235,16,251
7,10,15,272,21,293
4,0,15,317,22,339
10,2,15,339,27,366
11,6,15,401,35,436
6,3,15,441,27,468
1,11,15,653,30,683
15,11,15,690,23,713
13,0,15,713,16,729
20,6,15,810,23,833
9,12,15,853,13,866
14,10,15,866,34,900
16,14,15,930,37,967
12,12,15,994,16,1010
8,1,14,11,24,35
3,3,14,150,40,190
2,8,14,195,19,214
18,6,14,214,32,246
7,9,14,252,20,272
11,2,14,293,36,329
1,3,14,385,18,403
17,14,14,427,36,463
4,5,14,476,12,488
15,6,14,528,14,542
5,13,14,558,37,595
16,3,14,608,17,625
12,7,14,704,25,729
13,1,14,729,16,745
6,12,14,805,21,826
14,9,14,847,15,862
9,13,14,866,27,893
20,9,14,906,34,940
19,13,14,970,17,987
10,13,14,987,24,1011
5,0,13,20,32,52
7,3,13,92,27,119
19,2,13,139,22,161
20,1,13,161,25,186
18,5,13,197,11,208
17,8,13,208,28,236
8,10,13,274,21,295
2,13,13,325,19,344
6,1,13,344,38,382
4,3,13,425,17,442
14,5,13,492,39,531
16,1,13,563,17,580
1,9,13,580,33,613
12,2,13,627,24,651
3,14,13,680,31,711
15,13,13,730,40,770
9,8,13,775,24,799
11,12,13,827,17,844
10,11,13,913,32,945
13,10,13,948,12,960
8,0,12,0,11,11
19,0,12,11,11,22
18,0,12,85,18,103
3,2,12,126,24,150
2,9,12,214,22,236
11,0,12,243,19,262
7,11,12,293,22,315
5,5,12,332,23,355
17,12,12,355,38,393
14,2,12,393,27,420
1,8,12,539,40,579
15,9,12,615,25,640
6,9,12,722,26,748
4,14,12,749,37,786
9,10,12,815,26,841
20,7,12,841,39,880
16,13,12,895,35,930
10,12,12,953,24,977
12,11,12,977,17,994
13,14,12,1056,12,1068
2,1,11,11,22,33
8,2,11,35,38,73
17,3,11,73,14,87
7,4,11,119,22,141
3,4,11,195,32,227
6,0,11,312,23,335
14,1,11,359,24,383
1,4,11,403,39,442
11,7,11,442,34,476
15,4,11,492,17,509
5,11,11,516,31,547
4,10,11,595,31,626
18,9,11,651,29,680
16,8,11,746,36,782
9,9,11,799,16,815
10,8,11,822,30,852
19,10,11,873,34,907
12,10,11,940,33,973
13,12,11,999,25,1024
20,14,11,1024,36,1060
2,0,10,0,11,11
8,4,10,98,19,117
7,5,10,141,27,168
19,3,10,171,35,206
17,9,10,244,37,281
3,7,10,297,19,316
1,1,10,320,33,353
10,3,10,366,40,406
14,3,10,420,38,458
15,2,10,458,13,471
6,4,10,471,11,482
4,8,10,530,12,542
5,14,10,595,16,611
9,4,10,679,23,702
18,12,10,721,18,739
20,5,10,779,30,809
16,10,10,809,29,838
13,6,10,844,34,878
11,14,10,878,39,917
12,13,10,1012,38,1050
7,1,9,39,38,77
8,3,9,83,15,98
3,1,9,109,17,126
17,6,9,145,16,161
18,4,9,175,14,189
20,3,9,245,21,266
5,4,9,294,32,326
14,0,9,330,20,350
2,14,9,350,26,376
15,0,9,399,31,430
6,2,9,430,11,441
1,5,9,442,34,476
10,6,9,476,22,498
11,9,9,499,19,518
16,0,9,520,38,558
9,0,9,564,20,584
4,13,9,723,26,749
13,3,9,782,25,807
12,8,9,894,13,907
19,14,9,987,28,1015
17,5,8,114,31,145
2,7,8,156,39,195
19,5,8,227,31,258
5,3,8,275,13,288
10,1,8,295,37,332
7,13,8,332,38,370
8,14,8,370,33,403
11,8,8,476,23,499
15,5,8,509,19,528
14,6,8,531,33,564
4,9,8,574,18,592
3,12,8,613,38,651
18,10,8,684,19,703
6,10,8,748,29,777
16,9,8,788,19,807
9,11,8,841,12,853
1,14,8,924,13,937
20,10,8,940,17,957
13,13,8,1024,32,1056
12,14,8,1056,24,1080
7,0,7,0,39,39
2,5,7,89,38,127
18,3,7,156,15,171
17,7,7,171,31,202
8,9,7,234,33,267
20,4,7,267,27,294
11,3,7,339,18,357
5,6,7,357,22,379
10,5,7,454,17,471
1,6,7,476,25,501
4,7,7,505,25,530
12,0,7,562,32,594
9,1,7,594,17,611
6,5,7,635,25,660
3,13,7,660,20,680
16,6,7,682,35,717
15,12,7,717,13,730
19,9,7,834,33,867
13,9,7,912,36,948
14,12,7,948,26,974
2,3,6,52,12,64
17,4,6,87,27,114
8,6,6,147,30,177
20,2,6,186,23,209
18,7,6,246,12,258
3,6,6,258,39,297
7,12,6,315,17,332
11,4,6,358,22,380
10,4,6,407,40,447
14,4,6,458,34,492
5,12,6,547,11,558
15,8,6,582,32,614
9,2,6,614,26,640
12,3,6,656,13,669
6,6,6,669,14,683
4,12,6,683,40,723
1,13,6,723,26,749
19,8,6,797,28,825
16,12,6,869,26,895
13,11,6,970,29,999
2,4,5,64,25,89
7,7,5,200,40,240
19,6,5,259,19,278
17,10,5,287,37,324
8,13,5,340,28,368
5,7,5,379,21,400
4,4,5,444,30,474
1,7,5,501,36,537
3,10,5,556,17,573
14,7,5,573,37,610
16,4,5,629,12,641
12,4,5,669,13,682
6,7,5,683,12,695
18,11,5,709,12,721
9,7,5,740,35,775
15,14,5,775,26,801
11,13,5,844,33,877
13,7,5,878,14,892
10,10,5,892,21,913
20,12,5,981,12,993
17,1,4,20,16,36
3,0,4,78,25,103
18,1,4,103,37,140
7,8,4,240,12,252
2,11,4,259,20,279
19,7,4,279,39,318
8,12,4,318,21,339
4,1,4,346,36,382
11,5,4,382,17,399
5,10,4,476,40,516
15,7,4,542,40,582
16,2,4,584,14,598
12,1,4,599,22,621
9,3,4,640,34,674
1,12,4,683,34,717
6,11,4,777,28,805
10,7,4,805,17,822
13,5,4,833,11,844
20,8,4,880,26,906
14,11,4,909,33,942
19,1,3,22,11,33
20,0,3,144,12,156
7,6,3,168,32,200
8,8,3,204,29,233
2,12,3,284,40,324
17,11,3,324,29,353
1,2,3,353,32,385
4,2,3,385,34,419
5,9,3,438,38,476
11,10,3,523,29,552
3,11,3,573,35,608
14,8,3,610,31,641
15,10,3,647,34,681
6,8,3,695,27,722
9,6,3,722,18,740
18,13,3,740,26,766
13,4,3,807,26,833
16,11,3,838,31,869
12,9,3,915,15,930
10,14,3,1011,30,1041
5,2,2,67,35,102
2,10,2,236,23,259
18,8,2,259,11,270
10,0,2,270,18,288
8,11,2,297,15,312
7,14,2,370,27,397
17,13,2,397,30,427
15,3,2,471,21,492
4,6,2,492,13,505
3,9,2,513,39,552
11,11,2,552,22,574
1,10,2,616,31,647
16,5,2,647,35,682
12,5,2,682,11,693
13,2,2,745,37,782
6,14,2,846,30,876
9,14,2,893,19,912
19,11,2,912,38,950
20,11,2,957,24,981
14,13,2,981,36,1017
17,2,1,37,33,70
7,2,1,77,15,92
2,6,1,127,29,156
8,7,1,178,26,204
11,1,1,267,22,289
1,0,1,294,19,313
5,8,1,400,38,438
15,1,1,438,17,455
3,8,1,482,24,506
4,11,1,636,39,675
12,6,1,693,11,704
9,5,1,704,16,720
16,7,1,721,19,740
18,14,1,766,39,805
6,13,1,826,20,846
10,9,1,853,38,891
13,8,1,892,20,912
19,12,1,950,20,970
20,13,1,1001,19,1020
14,14,1,1020,14,1034
