Job,Operation,Machine,Start,Duration,End
5,4,5,90,72,162
6,2,5,170,48,218
2,4,5,233,72,305
15,2,5,305,69,374
9,4,5,388,26,414
18,2,5,462,88,550
11,3,5,550,56,606
16,3,5,606,65,671
8,4,5,728,36,764
1,4,5,790,44,834
7,4,5,834,30,864
17,4,5,879,55,934
10,4,5,978,90,1068
19,4,5,1068,74,1142
3,3,5,1142,12,1154
20,4,5,1154,45,1199
4,2,5,1248,9,1257
13,4,5,1257,33,1290
14,4,5,1299,43,1342
12,4,5,1345,30,1375
5,3,4,69,21,90
2,2,4,118,69,187
9,1,4,187,76,263
6,4,4,265,6,271
15,4,4,423,53,476
11,1,4,488,36,524
16,2,4,524,72,596
18,4,4,598,79,677
7,3,4,677,32,709
8,3,4,709,19,728
1,3,4,728,62,790
17,3,4,790,89,879
20,3,4,879,52,931
10,3,4,931,47,978
19,3,4,978,89,1067
13,3,4,1067,89,1156
3,4,4,1156,45,1201
14,3,4,1201,98,1299
12,3,4,1299,46,1345
4,4,4,1345,22,1367
5,0,3,5,14,19
6,0,3,33,84,117
2,3,3,187,46,233
9,2,3,263,85,348
15,3,3,374,49,423
20,2,3,423,76,499
1,2,3,499,49,548
18,3,3,550,48,598
8,0,3,598,31,629
7,2,3,637,32,669
16,4,3,671,25,696
17,1,3,745,13,758
10,1,3,760,61,821
13,1,3,829,74,903
19,1,3,903,51,954
14,0,3,954,95,1049
3,2,3,1049,90,1139
12,0,3,1164,90,1254
4,3,3,1258,85,1343
11,4,3,1343,21,1364
16,0,2,0,2,2
5,1,2,21,22,43
2,1,2,43,75,118
6,1,2,118,52,170
15,1,2,193,61,254
11,0,2,254,78,332
20,1,2,332,7,339
9,3,2,348,40,388
18,1,2,388,74,462
1,1,2,488,9,497
7,0,2,522,46,568
8,1,2,629,46,675
10,0,2,675,85,760
17,2,2,765,21,786
19,0,2,786,69,855
13,2,2,903,10,913
3,0,2,913,91,1004
4,0,2,1004,81,1085
14,2,2,1148,52,1200
12,2,2,1268,28,1296
2,0,1,0,43,43
5,2,1,43,26,69
1,0,1,81,29,110
9,0,1,111,76,187
15,0,1,187,6,193
6,3,1,218,47,265
20,0,1,272,13,285
18,0,1,300,86,386
16,1,1,419,95,514
11,2,1,534,11,545
7,1,1,575,61,636
8,2,1,675,32,707
17,0,1,707,37,744
13,0,1,744,85,829
10,2,1,864,64,928
19,2,1,959,11,970
3,1,1,1006,39,1045
14,1,1,1049,99,1148
4,1,1,1167,71,1238
12,1,1,1254,11,1265
