Job,Operation,Machine,Start,Duration,End
4,8,10,443,28,471
2,8,10,607,96,703
3,9,10,705,15,720
7,7,10,720,46,766
1,9,10,803,82,885
6,7,10,887,37,924
8,8,10,924,16,940
5,7,10,994,99,1093
10,8,10,1093,24,1117
9,7,10,1121,51,1172
4,9,9,471,77,548
3,8,9,647,58,705
2,9,9,705,81,786
1,8,9,786,17,803
7,9,9,803,63,866
8,7,9,866,55,921
6,8,9,925,55,980
10,7,9,983,71,1054
5,8,9,1093,38,1131
9,9,9,1191,14,1205
4,5,8,277,92,369
2,5,8,421,24,445
3,7,8,566,81,647
7,6,8,661,53,714
1,7,8,770,11,781
8,6,8,849,15,864
10,6,8,902,81,983
6,9,8,983,96,1079
9,6,8,1114,7,1121
5,9,8,1131,38,1169
6,5,7,299,70,369
4,6,7,369,25,394
2,6,7,449,62,511
3,6,7,515,51,566
7,5,7,612,40,652
1,6,7,682,88,770
5,5,7,867,33,900
8,9,7,940,82,1022
9,5,7,1022,92,1114
10,9,7,1117,81,1198
4,7,6,394,49,443
3,5,6,443,72,515
2,7,6,515,92,607
1,5,6,667,15,682
8,5,6,682,85,767
7,8,6,767,29,796
6,6,6,796,91,887
10,5,6,887,15,902
5,6,6,902,92,994
9,8,6,1172,19,1191
6,2,5,64,81,145
4,3,5,151,82,233
3,3,5,318,85,403
2,4,5,403,18,421
7,2,5,483,22,505
8,2,5,544,36,580
1,4,5,612,55,667
5,2,5,676,73,749
10,3,5,749,98,847
9,3,5,872,24,896
6,3,4,145,88,233
4,4,4,233,44,277
2,3,4,357,38,395
3,4,4,413,25,438
7,4,4,573,34,607
1,3,4,607,5,612
8,4,4,612,17,629
10,2,4,679,70,749
5,3,4,757,26,783
9,2,4,783,89,872
4,0,3,40,30,70
3,0,3,85,67,152
2,2,3,160,67,227
6,4,3,233,66,299
7,1,3,388,93,481
8,1,3,481,63,544
1,2,3,572,25,597
10,1,3,658,20,678
9,1,3,732,46,778
5,4,3,783,77,860
6,0,2,0,20,20
4,1,2,77,35,112
2,1,2,112,48,160
3,1,2,160,63,223
5,0,2,264,53,317
7,0,2,367,21,388
8,0,2,448,32,480
1,1,2,501,69,570
10,4,2,855,23,878
9,4,2,916,99,1015
6,1,1,20,44,64
2,0,1,93,11,104
4,2,1,119,27,146
3,2,1,223,93,316
5,1,1,317,83,400
1,0,1,403,96,499
7,3,1,508,56,564
8,3,1,580,26,606
10,0,1,606,52,658
9,0,1,659,73,732
