Job,Operation,Machine,Start,Duration,End
5,0,20,81,45,126
6,7,20,195,38,233
2,7,20,234,13,247
12,11,20,346,36,382
4,8,20,382,21,403
13,7,20,403,26,429
11,7,20,485,18,503
16,10,20,538,35,573
19,6,20,789,14,803
10,5,20,803,34,837
18,19,20,841,17,858
15,1,20,873,26,899
14,17,20,1072,16,1088
9,18,20,1095,32,1127
8,12,20,1145,44,1189
3,19,20,1193,31,1224
20,13,20,1229,44,1273
7,19,20,1308,43,1351
1,16,20,1354,43,1397
17,19,20,1456,48,1504
12,3,19,112,18,130
18,0,19,142,38,180
4,4,19,220,43,263
2,9,19,265,14,279
11,0,19,295,22,317
7,2,19,328,32,360
6,19,19,537,49,586
13,19,19,665,17,682
14,6,19,682,46,728
9,7,19,739,22,761
10,4,19,761,41,802
19,8,19,827,10,837
1,10,19,837,49,886
3,10,19,886,22,908
8,11,19,1102,43,1145
5,15,19,1145,21,1166
20,12,19,1182,45,1227
17,12,19,1229,29,1258
16,18,19,1258,27,1285
15,17,19,1371,15,1386
14,2,18,103,43,146
11,1,18,318,22,340
18,8,18,377,15,392
6,15,18,424,35,459
2,16,18,459,40,499
1,0,18,515,13,528
13,13,18,538,33,571
7,11,18,590,48,638
3,3,18,667,46,713
9,9,18,797,26,823
10,8,18,914,29,943
8,9,18,1027,20,1047
15,6,18,1047,31,1078
5,14,18,1108,34,1142
20,11,18,1144,38,1182
17,10,18,1182,31,1213
12,15,18,1249,36,1285
16,19,18,1285,40,1325
19,14,18,1325,11,1336
4,14,18,1336,38,1374
14,0,17,34,39,73
8,6,17,199,39,238
6,9,17,265,38,303
2,12,17,322,30,352
7,3,17,362,37,399
18,9,17,399,31,430
11,6,17,438,47,485
5,5,17,485,10,495
13,16,17,616,11,627
10,0,17,649,32,681
19,5,17,742,47,789
15,2,17,899,14,913
20,6,17,976,46,1022
3,14,17,1037,26,1063
9,19,17,1127,45,1172
16,17,17,1246,12,1258
17,15,17,1343,35,1378
12,19,17,1418,13,1431
4,18,17,1481,11,1492
1,19,17,1492,11,1503
12,6,16,181,20,201
14,5,16,227,34,261
13,3,16,310,10,320
4,7,16,345,34,379
11,3,16,379,31,410
2,15,16,415,41,456
16,7,16,456,24,480
6,18,16,506,31,537
18,12,16,566,41,607
10,2,16,710,30,740
1,9,16,817,10,827
9,13,16,926,43,969
5,12,16,1021,28,1049
3,16,16,1099,23,1122
15,8,16,1122,20,1142
7,15,16,1172,48,1220
8,14,16,1222,22,1244
17,13,16,1258,44,1302
20,15,16,1302,29,1331
19,17,16,1399,15,1414
2,2,15,116,15,131
6,5,15,140,10,150
14,3,15,150,28,178
13,0,15,223,26,249
18,5,15,288,21,309
12,13,15,421,34,455
4,13,15,498,37,535
3,5,15,755,14,769
17,0,15,790,19,809
20,0,15,809,37,846
11,19,15,852,14,866
5,8,15,915,27,942
9,14,15,969,41,1010
16,13,15,1059,40,1099
10,14,15,1104,16,1120
7,14,15,1128,44,1172
15,10,15,1172,10,1182
1,12,15,1240,25,1265
8,17,15,1292,44,1336
19,18,15,1414,10,1424
6,0,14,0,48,48
9,4,14,122,11,133
12,4,14,133,20,153
18,2,14,208,32,240
2,8,14,247,18,265
8,8,14,265,34,299
13,5,14,365,10,375
11,4,14,410,15,425
4,10,14,449,15,464
16,9,14,499,34,533
1,5,14,682,21,703
14,7,14,728,29,757
3,8,14,845,12,857
19,10,14,857,14,871
20,2,14,874,13,887
5,13,14,1055,44,1099
7,13,14,1099,29,1128
10,15,14,1128,20,1148
15,11,14,1187,49,1236
17,16,14,1378,47,1425
9,1,13,14,40,54
6,4,13,118,22,140
8,7,13,239,16,255
4,5,13,266,32,298
11,2,13,345,30,375
7,4,13,405,28,433
13,8,13,433,13,446
2,17,13,499,38,537
5,7,13,537,46,583
1,4,13,653,29,682
18,17,13,770,45,815
17,3,13,883,41,924
14,15,13,1006,46,1052
19,12,13,1052,23,1075
20,9,13,1091,15,1106
3,18,13,1153,31,1184
16,16,13,1203,38,1241
10,17,13,1253,14,1267
12,18,13,1374,44,1418
15,18,13,1418,34,1452
16,0,12,4,37,41
2,6,12,215,19,234
