Job,Operation,Machine,Start,Duration,End
8,6,10,271,88,359
5,8,10,359,98,457
6,7,10,618,91,709
7,9,10,765,41,806
3,8,10,806,36,842
2,9,10,882,71,953
9,7,10,953,60,1013
4,7,10,1065,31,1096
10,8,10,1096,94,1190
1,9,10,1241,49,1290
5,7,9,344,13,357
10,2,9,357,81,438
6,5,9,447,99,546
7,8,9,694,71,765
2,6,9,765,45,810
3,9,9,842,77,919
8,9,9,1026,65,1091
9,9,9,1104,47,1151
4,9,9,1160,46,1206
1,8,9,1206,35,1241
5,5,8,244,88,332
8,8,8,405,41,446
7,5,8,482,85,567
3,7,8,605,65,670
6,8,8,709,84,793
9,4,8,798,7,805
2,8,8,840,42,882
10,7,8,1015,77,1092
4,8,8,1096,64,1160
1,7,8,1162,39,1201
6,1,7,163,80,243
8,7,7,359,46,405
5,9,7,457,84,541
3,6,7,541,64,605
7,7,7,605,89,694
10,4,7,694,71,765
2,7,7,810,30,840
4,4,7,900,51,951
9,8,7,1013,91,1104
1,6,7,1143,9,1152
5,2,6,121,50,171
8,5,6,197,74,271
3,4,6,439,83,522
7,6,6,569,36,605
2,5,6,605,84,689
6,9,6,793,12,805
9,5,6,807,80,887
4,5,6,960,46,1006
1,5,6,1135,7,1142
10,9,6,1190,95,1285
8,3,5,133,53,186
5,4,5,219,25,244
7,4,5,255,23,278
2,2,5,353,82,435
3,5,5,522,16,538
6,6,5,546,72,618
9,2,5,650,40,690
4,2,5,714,73,787
10,6,5,931,75,1006
1,4,5,1117,17,1134
8,2,4,95,38,133
7,1,4,160,13,173
5,3,4,173,46,219
3,1,4,219,33,252
2,1,4,277,67,344
6,3,4,344,55,399
10,3,4,438,99,537
4,3,4,796,94,890
9,6,4,893,57,950
1,3,4,1010,67,1077
8,0,3,0,54,54
10,0,3,56,45,101
7,0,3,142,16,158
6,2,3,244,91,335
5,6,3,335,6,341
3,3,3,341,98,439
2,3,3,441,92,533
9,0,3,540,53,593
1,2,3,961,49,1010
4,6,3,1010,55,1065
5,0,2,23,68,91
8,4,2,186,11,197
7,3,2,197,58,255
3,2,2,255,82,337
6,4,2,399,48,447
2,4,2,538,62,600
9,1,2,600,50,650
4,1,2,651,62,713
10,5,2,765,19,784
1,1,2,887,74,961
8,1,1,54,41,95
5,1,1,95,26,121
6,0,1,133,24,157
7,2,1,179,9,188
3,0,1,188,26,214
2,0,1,227,49,276
10,1,1,294,59,353
4,0,1,602,41,643
9,3,1,698,90,788
1,0,1,788,99,887
