Job,Operation,Machine,Start,Duration,End
1,1,10,0,11,11
9,1,10,24,79,103
8,1,10,113,56,169
7,2,10,300,76,376
2,2,10,376,76,452
10,10,10,467,63,530
6,1,10,530,66,596
3,1,10,647,28,675
5,10,10,919,73,992
4,10,10,999,30,1029
1,2,9,11,93,104
9,2,9,104,69,173
8,2,9,173,83,256
7,1,9,267,23,290
2,1,9,315,52,367
10,9,9,371,96,467
6,2,9,596,51,647
3,2,9,679,44,723
5,9,9,880,39,919
4,9,9,919,80,999
1,4,8,152,76,228
8,3,8,258,80,338
10,8,8,340,31,371
5,3,8,371,29,400
7,4,8,429,75,504
9,8,8,520,35,555
2,4,8,564,73,637
6,4,8,659,64,723
3,3,8,723,26,749
4,8,8,891,28,919
1,5,7,228,13,241
10,7,7,241,99,340
8,4,7,340,16,356
4,5,7,359,25,384
7,3,7,384,45,429
9,7,7,429,91,520
5,6,7,658,57,715
2,7,7,716,26,742
3,4,7,749,66,815
6,7,7,815,66,881
10,6,6,180,60,240
1,6,6,241,71,312
9,5,6,319,62,381
8,6,6,387,93,480
7,5,6,504,24,528
5,4,6,608,16,624
2,5,6,641,56,697
6,5,6,723,67,790
4,7,6,825,60,885
3,6,6,885,74,959
10,5,5,83,94,177
9,4,5,298,16,314
8,5,5,356,31,387
4,6,5,387,6,393
1,9,5,461,10,471
7,7,5,546,83,629
5,5,5,629,29,658
2,6,5,706,10,716
6,6,5,793,15,808
3,5,5,815,68,883
10,4,4,63,12,75
4,3,4,237,62,299
1,7,4,312,59,371
9,6,4,388,41,429
8,7,4,480,30,510
7,6,4,528,18,546
6,3,4,647,12,659
5,7,4,715,78,793
2,9,4,793,39,832
3,7,4,959,27,986
10,3,3,42,20,62
9,3,3,173,82,255
4,4,3,304,46,350
1,8,3,371,90,461
8,8,3,510,29,539
7,8,3,629,15,644
2,8,3,750,43,793
5,8,3,793,87,880
6,8,3,881,26,907
3,8,3,994,14,1008
10,2,2,15,19,34
4,2,2,176,58,234
5,2,2,322,47,369
1,10,2,471,65,536
9,10,2,589,75,664
7,9,2,664,88,752
8,9,2,752,66,818
2,10,2,832,49,881
6,9,2,907,20,927
3,9,2,1017,6,1023
10,1,1,5,5,10
1,3,1,104,48,152
4,1,1,155,18,173
5,1,1,242,78,320
2,3,1,452,84,536
9,9,1,555,34,589
7,10,1,752,17,769
8,10,1,818,28,846
6,10,1,927,98,1025
3,10,1,1025,21,1046
