Job,Operation,Machine,Start,Duration,End
6,8,10,389,70,459
9,8,10,479,64,543
8,7,10,574,84,658
3,9,10,718,60,778
2,10,10,834,87,921
1,10,10,921,84,1005
7,10,10,1005,76,1081
10,9,10,1081,51,1132
4,8,10,1132,20,1152
5,9,10,1193,47,1240
6,6,9,274,87,361
10,3,9,392,29,421
9,10,9,575,45,620
2,7,9,632,91,723
3,10,9,778,30,808
8,10,9,808,96,904
1,9,9,907,6,913
7,9,9,940,57,997
5,8,9,1157,36,1193
4,10,9,1211,98,1309
9,5,8,330,13,343
3,8,8,666,52,718
8,9,8,724,81,805
2,9,8,805,29,834
7,6,8,834,14,848
1,8,8,855,52,907
10,8,8,986,95,1081
5,6,8,1104,48,1152
4,9,8,1152,59,1211
6,9,8,1226,45,1271
6,2,7,153,30,183
10,5,7,436,74,510
9,9,7,543,32,575
3,7,7,575,91,666
8,8,7,666,58,724
2,8,7,731,74,805
1,7,7,844,11,855
7,8,7,863,76,939
4,5,7,995,74,1069
5,10,7,1240,36,1276
9,6,6,343,96,439
8,6,6,439,45,484
3,5,6,509,18,527
2,6,6,548,83,631
1,6,6,749,95,844
7,7,6,852,7,859
5,3,6,943,43,986
4,6,6,1075,9,1084
10,10,6,1132,47,1179
6,10,6,1271,7,1278
2,3,5,97,88,185
9,3,5,196,93,289
8,4,5,301,51,352
6,7,5,361,28,389
3,6,5,527,48,575
1,5,5,696,53,749
7,5,5,793,34,827
4,3,5,855,27,882
10,7,5,952,34,986
5,5,5,1049,55,1104
2,2,4,61,27,88
6,4,4,194,12,206
8,3,4,206,87,293
3,2,4,399,32,431
10,4,4,431,5,436
9,7,4,439,40,479
7,2,4,569,96,665
1,4,4,665,31,696
4,4,4,888,99,987
5,4,4,987,62,1049
9,1,3,0,97,97
8,1,3,97,90,187
6,3,3,187,7,194
2,4,3,194,78,272
10,1,3,279,44,323
3,4,3,472,37,509
7,1,3,539,29,568
1,3,3,609,55,664
4,7,3,1091,33,1124
5,7,3,1152,5,1157
9,2,2,97,99,196
6,5,2,206,68,274
8,5,2,353,84,437
3,3,2,437,35,472
2,5,2,495,49,544
1,2,2,544,64,608
4,2,2,608,82,690
7,4,2,776,14,790
5,1,2,792,50,842
10,6,2,863,85,948
2,1,1,0,61,61
6,1,1,97,53,150
8,2,1,187,19,206
3,1,1,206,86,292
9,4,1,292,38,330
10,2,1,332,60,392
1,1,1,469,72,541
4,1,1,592,8,600
7,3,1,671,99,770
5,2,1,846,94,940
