Job,Operation,Machine,Start,Duration,End
8,3,10,37,25,62
10,2,10,84,7,91
9,6,10,110,59,169
5,7,10,170,25,195
2,5,10,195,52,247
7,4,10,286,12,298
3,10,10,323,19,342
6,7,10,402,33,435
1,10,10,464,31,495
4,10,10,495,23,518
9,3,9,51,32,83
8,5,9,83,17,100
10,4,9,139,22,161
2,4,9,167,24,191
5,9,9,221,44,265
3,9,9,280,43,323
6,4,9,323,17,340
4,4,9,354,29,383
7,7,9,384,19,403
1,9,9,406,28,434
9,4,8,83,5,88
3,2,8,90,19,109
8,7,8,122,32,154
5,8,8,195,26,221
10,7,8,222,29,251
2,7,8,266,23,289
1,8,8,379,27,406
7,8,8,406,21,427
6,8,8,435,25,460
4,8,8,460,15,475
8,2,7,8,29,37
9,2,7,41,10,51
5,2,7,51,29,80
10,5,7,161,33,194
3,5,7,215,21,236
2,6,7,247,19,266
6,3,7,266,51,317
1,7,7,360,19,379
7,9,7,427,12,439
4,9,7,475,18,493
10,3,6,91,44,135
5,5,6,140,15,155
8,8,6,157,20,177
9,9,6,205,16,221
3,8,6,264,16,280
2,8,6,289,19,308
1,6,6,317,43,360
4,5,6,387,14,401
7,10,6,439,26,465
6,9,6,465,30,495
8,1,5,0,8,8
6,1,5,31,17,48
7,1,5,62,15,77
9,5,5,88,21,109
2,3,5,115,49,164
3,6,5,236,15,251
10,8,5,251,12,263
5,10,5,265,20,285
1,5,5,299,18,317
4,7,5,431,23,454
2,2,4,8,12,20
8,4,4,63,15,78
7,2,4,78,31,109
5,4,4,119,21,140
3,3,4,142,27,169
9,7,4,169,26,195
10,6,4,197,25,222
1,4,4,262,37,299
4,3,4,310,41,351
6,6,4,386,16,402
9,1,3,0,41,41
10,1,3,60,20,80
8,6,3,100,22,122
5,6,3,155,15,170
3,4,3,170,45,215
1,3,3,247,15,262
7,5,3,302,13,315
6,5,3,340,46,386
2,9,3,386,17,403
4,6,3,407,17,424
5,3,2,80,39,119
9,8,2,195,10,205
8,10,2,205,28,233
1,2,2,233,14,247
3,7,2,251,13,264
10,9,2,264,14,278
4,2,2,285,18,303
7,6,2,324,51,375
2,10,2,403,32,435
6,10,2,495,25,520
2,1,1,0,8,8
5,1,1,23,27,50
6,2,1,50,15,65
3,1,1,65,25,90
7,3,1,109,25,134
8,9,1,185,11,196
1,1,1,199,32,231
4,1,1,252,24,276
9,10,1,278,29,307
10,10,1,278,0,278
