Job,Operation,Machine,Start,Duration,End
1,2,10,39,41,80
5,0,10,80,40,120
4,9,10,459,24,483
6,9,10,546,15,561
2,7,10,608,37,645
10,4,10,645,23,668
3,8,10,668,81,749
9,3,10,756,5,761
8,7,10,878,22,900
7,9,10,1005,22,1027
2,0,9,0,57,57
4,1,9,91,8,99
7,2,9,119,24,143
5,3,9,156,7,163
3,4,9,393,11,404
6,6,9,435,61,496
8,4,9,703,26,729
1,5,9,772,50,822
9,7,9,867,18,885
10,6,9,885,15,900
1,1,8,18,21,39
7,1,8,80,39,119
4,3,8,157,55,212
6,4,8,258,98,356
2,3,8,363,74,437
5,8,8,449,8,457
3,6,8,493,89,582
8,1,8,620,43,663
10,5,8,668,18,686
9,6,8,857,10,867
5,4,7,173,83,256
4,7,7,305,84,389
3,5,7,404,89,493
6,8,7,504,42,546
2,6,7,546,62,608
7,6,7,615,44,659
8,5,7,731,61,792
9,5,7,824,33,857
1,7,7,906,29,935
10,8,7,964,38,1002
2,1,6,57,16,73
6,2,6,155,40,195
4,4,6,218,20,238
5,6,6,330,56,386
10,2,6,473,64,537
7,5,6,609,6,615
3,9,6,749,57,806
1,6,6,822,84,906
8,8,6,906,8,914
9,9,6,921,40,961
1,0,5,0,18,18
5,2,5,134,19,153
3,1,5,185,79,264
4,6,5,272,32,304
6,5,5,356,74,430
7,4,5,534,75,609
2,8,5,645,54,699
9,2,5,734,22,756
8,9,5,914,80,994
10,9,5,1002,8,1010
6,0,4,0,91,91
4,2,4,99,33,132
7,3,4,143,75,218
3,2,4,264,68,332
5,7,4,387,54,441
2,5,4,486,54,540
10,3,4,543,95,638
9,1,4,638,96,734
1,4,4,734,38,772
8,6,4,795,79,874
6,1,3,91,64,155
3,0,3,155,30,185
4,5,3,244,20,264
5,5,3,264,64,328
2,4,3,441,38,479
9,0,3,574,62,636
8,2,3,663,20,683
1,3,3,686,45,731
7,8,3,812,87,899
10,7,3,900,64,964
7,0,2,0,80,80
2,2,2,80,52,132
10,0,2,157,96,253
3,3,2,332,61,393
4,8,2,393,66,459
5,9,2,459,39,498
6,7,2,498,6,504
8,0,2,604,15,619
9,8,2,885,36,921
1,8,2,935,23,958
4,0,1,0,91,91
5,1,1,123,7,130
6,3,1,195,63,258
10,1,1,258,89,347
3,7,1,584,81,665
7,7,1,665,26,691
8,3,1,691,12,703
2,9,1,703,52,755
9,4,1,761,63,824
1,9,1,958,82,1040
