Job,Operation,Machine,Start,Duration,End
5,0,20,5,22,27
2,7,20,203,23,226
11,7,20,233,35,268
1,16,20,518,28,546
20,17,20,546,22,568
18,19,20,568,28,596
8,12,20,605,41,646
10,5,20,649,18,667
16,10,20,707,29,736
13,7,20,767,40,807
4,8,20,822,20,842
15,7,20,934,34,968
6,7,20,988,20,1008
3,19,20,1037,23,1060
14,17,20,1140,33,1173
12,11,20,1203,33,1236
7,19,20,1312,40,1352
19,16,20,1440,35,1475
17,19,20,1475,40,1515
9,18,20,1534,22,1556
18,0,19,15,16,31
11,0,19,65,21,86
20,4,19,118,43,161
2,9,19,248,15,263
1,10,19,291,30,321
3,10,19,321,24,345
17,3,19,520,21,541
8,11,19,559,43,602
10,4,19,602,47,649
4,4,19,690,40,730
13,6,19,736,31,767
7,2,19,767,33,800
14,9,19,893,49,942
16,18,19,992,38,1030
9,7,19,1134,37,1171
12,16,19,1329,12,1341
5,15,19,1405,15,1420
6,19,19,1447,43,1490
15,17,19,1494,40,1534
19,19,19,1534,40,1574
20,0,18,0,14,14
19,0,18,14,13,27
18,1,18,36,36,72
1,0,18,72,15,87
11,1,18,87,18,105
3,3,18,121,32,153
2,16,18,428,31,459
8,9,18,499,37,536
17,5,18,555,37,592
14,2,18,665,49,714
10,8,18,730,46,776
15,6,18,915,19,934
16,19,18,1030,27,1057
4,14,18,1057,27,1084
7,11,18,1084,29,1113
9,9,18,1201,25,1226
13,13,18,1227,46,1273
12,14,18,1282,11,1293
6,15,18,1304,31,1335
5,14,18,1368,32,1400
11,6,17,209,24,233
2,12,17,325,26,351
20,11,17,351,48,399
8,6,17,399,27,426
17,0,17,437,32,469
18,16,17,469,10,479
10,0,17,506,30,536
14,0,17,594,14,608
19,3,17,684,43,727
3,14,17,727,34,761
7,3,17,800,28,828
1,19,17,828,28,856
16,17,17,944,48,992
15,8,17,992,35,1027
6,9,17,1036,48,1084
5,5,17,1088,38,1126
4,18,17,1163,48,1211
13,16,17,1322,14,1336
12,19,17,1407,24,1431
9,19,17,1556,22,1578
20,3,16,71,47,118
11,3,16,125,28,153
18,5,16,185,24,209
1,9,16,270,21,291
2,15,16,401,27,428
16,3,16,449,40,489
13,1,16,546,28,574
10,2,16,574,15,589
8,14,16,680,21,701
4,7,16,809,13,822
3,16,16,939,11,950
14,14,16,1071,20,1091
7,15,16,1186,44,1230
15,10,16,1260,10,1270
5,12,16,1289,33,1322
17,15,16,1323,45,1368
12,18,16,1368,39,1407
9,13,16,1407,20,1427
6,18,16,1427,20,1447
19,17,16,1475,34,1509
2,2,15,78,35,113
20,6,15,178,13,191
3,5,15,191,34,225
1,12,15,360,16,376
18,13,15,376,23,399
6,5,15,401,37,438
13,3,15,623,34,657
16,11,15,736,44,780
8,17,15,780,45,825
14,8,15,881,10,891
15,5,15,891,24,915
19,10,15,956,45,1001
4,13,15,1026,21,1047
7,14,15,1156,28,1184
5,8,15,1201,16,1217
12,13,15,1247,34,1281
10,14,15,1353,43,1396
9,14,15,1427,26,1453
17,18,15,1453,17,1470
11,19,15,1550,32,1582
19,1,14,27,28,55
11,4,14,153,20,173
1,5,14,190,13,203
2,8,14,226,22,248
6,0,14,248,32,280
3,8,14,292,15,307
20,10,14,337,13,350
16,2,14,398,45,443
8,8,14,452,47,499
18,18,14,525,37,562
13,8,14,807,24,831
4,10,14,900,28,928
12,4,14,1046,26,1072
9,4,14,1072,22,1094
14,16,14,1106,34,1140
7,13,14,1140,14,1154
17,12,14,1209,48,1257
15,11,14,1279,40,1319
5,13,14,1328,35,1363
10,15,14,1396,21,1417
11,2,13,105,20,125
1,4,13,171,19,190
18,9,13,253,30,283
20,9,13,299,32,331
6,4,13,361,40,401
8,7,13,426,26,452
2,17,13,459,31,490
17,7,13,607,31,638
16,9,13,691,16,707
13,5,13,707,29,736
4,5,13,736,46,782
14,5,13,782,43,825
7,4,13,828,39,867
9,1,13,959,18,977
3,18,13,992,45,1037
12,6,13,1098,13,1111
5,7,13,1163,38,1201
19,14,13,1387,33,1420
10,17,13,1444,14,1458
15,18,13,1534,19,1553
19,2,12,55,18,73
1,2,12,115,10,125
2,6,12,191,12,203
18,14,12,399,40,439
20,18,12,568,43,611
3,12,12,639,38,677
10,7,12,700,30,730
8,16,12,743,32,775
15,1,12,775,42,817
13,9,12,831,47,878
16,15,12,913,21,934
7,9,12,993,43,1036
12,3,12,1036,10,1046
6,10,12,1087,44,1131
5,6,12,1131,32,1163
14,18,12,1173,37,1210
4,19,12,1211,34,1245
11,12,12,1288,49,1337
17,16,12,1394,26,1420
9,16,12,1467,24,1491
2,4,11,127,44,171
18,4,11,171,14,185
3,7,11,246,46,292
1,11,11,328,29,357
20,14,11,423,42,465
8,10,11,536,19,555
17,6,11,592,15,607
4,1,11,607,23,630
14,3,11,721,16,737
10,10,11,824,42,866
16,14,11,866,47,913
7,7,11,918,20,938
15,9,11,1027,42,1069
9,5,11,1094,11,1105
12,7,11,1111,35,1146
11,11,11,1253,34,1287
13,15,11,1296,16,1312
19,12,11,1342,16,1358
6,17,11,1378,43,1421
5,16,11,1421,31,1452
8,0,10,220,19,239
18,11,10,316,37,353
20,15,10,465,38,503
2,19,10,521,24,545
16,5,10,545,48,593
3,11,10,602,37,639
10,6,10,667,33,700
7,0,10,727,13,740
1,18,10,783,39,822
12,0,10,959,11,970
4,12,10,985,34,1019
5,3,10,1019,10,1029
14,12,10,1029,19,1048
9,6,10,1105,29,1134
6,14,10,1279,21,1300
13,18,10,1367,41,1408
17,17,10,1429,17,1446
15,15,10,1455,12,1467
11,16,10,1467,44,1511
19,18,10,1514,16,1530
2,0,9,0,32,32
3,2,9,78,43,121
18,12,9,358,11,369
1,13,9,384,41,425
17,2,9,503,17,520
20,19,9,611,23,634
8,13,9,646,34,680
19,5,9,779,39,818
16,13,9,821,35,856
14,7,9,856,25,881
6,6,9,974,10,984
9,2,9,987,41,1028
4,16,9,1096,37,1133
5,9,9,1217,20,1237
7,16,9,1237,33,1270
13,14,9,1274,18,1292
12,17,9,1350,17,1367
15,13,9,1367,42,1409
11,15,9,1416,46,1462
10,19,9,1506,39,1545
1,6,8,211,18,229
18,8,8,233,14,247
20,8,8,247,45,292
6,3,8,345,16,361
8,5,8,376,22,398
2,18,8,490,31,521
10,1,8,536,31,567
16,6,8,593,37,630
17,8,8,638,27,665
3,13,8,683,41,724
19,4,8,732,46,778
15,2,8,817,24,841
4,9,8,850,40,890
9,0,8,922,30,952
14,10,8,952,32,984
13,12,8,984,40,1024
5,4,8,1037,45,1082
11,8,8,1144,22,1166
12,10,8,1179,24,1203
7,18,8,1298,14,1312
2,1,7,32,46,78
20,7,7,197,43,240
8,1,7,240,49,289
3,9,7,307,10,317
16,0,7,317,39,356
18,15,7,447,15,462
1,15,7,480,38,518
10,3,7,589,13,602
14,1,7,615,47,662
4,3,7,673,10,683
15,3,7,841,13,854
6,8,7,1017,17,1034
7,12,7,1113,22,1135
12,8,7,1146,22,1168
11,10,7,1209,39,1248
17,13,7,1257,36,1293
19,13,7,1358,29,1387
9,12,7,1387,16,1403
13,19,7,1408,26,1434
5,18,7,1501,19,1520
2,3,6,113,14,127
18,10,6,293,23,316
8,3,6,316,13,329
16,1,6,356,41,397
20,16,6,503,43,546
1,17,6,546,39,585
7,1,6,743,22,765
3,15,6,765,32,797
19,7,6,859,15,874
13,10,6,878,15,893
4,11,6,932,44,976
5,2,6,989,22,1011
14,15,6,1091,15,1106
17,10,6,1112,41,1153
12,9,6,1168,11,1179
6,13,6,1228,48,1276
9,11,6,1352,31,1383
15,14,6,1409,38,1447
10,18,6,1458,48,1506
11,17,6,1511,13,1524
3,0,5,0,34,34
18,2,5,78,34,112
1,3,5,125,46,171
11,5,5,173,36,209
2,11,5,298,27,325
20,13,5,409,14,423
4,0,5,567,34,601
13,4,5,661,46,707
8,15,5,711,30,741
15,0,5,744,31,775
10,9,5,776,48,824
14,6,5,831,20,851
19,8,5,876,38,914
16,16,5,934,10,944
7,8,5,944,47,991
6,11,5,1132,29,1161
17,11,5,1161,48,1209
5,10,5,1237,12,1249
12,15,5,1299,22,1321
9,17,5,1491,43,1534
3,1,4,34,44,78
20,5,4,161,17,178
18,7,4,219,14,233
1,8,4,251,11,262
2,10,4,263,35,298
6,2,4,317,28,345
4,2,4,630,41,671
14,4,4,742,31,773
16,12,4,780,41,821
19,6,4,821,30,851
7,5,4,867,16,883
17,9,4,1078,25,1103
11,9,4,1172,36,1208
12,12,4,1236,11,1247
9,10,4,1319,27,1346
13,17,4,1346,21,1367
10,16,4,1417,27,1444
8,19,4,1445,22,1467
5,19,4,1520,33,1553
15,19,4,1553,27,1580
20,1,3,14,30,44
1,1,3,87,28,115
18,3,3,117,47,164
2,5,3,171,20,191
6,1,3,280,37,317
8,4,3,329,47,376
16,4,3,498,46,544
13,2,3,574,49,623
4,6,3,782,27,809
10,11,3,866,18,884
7,6,3,884,34,918
19,9,3,918,38,956
3,17,3,956,36,992
12,2,3,992,41,1033
14,13,3,1048,23,1071
9,8,3,1171,30,1201
5,11,3,1249,40,1289
17,14,3,1293,30,1323
15,12,3,1323,39,1362
11,18,3,1524,26,1550
5,1,2,27,14,41
18,6,2,209,10,219
3,6,2,225,21,246
8,2,2,295,11,306
2,13,2,351,27,378
20,12,2,399,10,409
1,14,2,433,40,473
17,1,2,473,30,503
13,0,2,503,43,546
16,8,2,660,31,691
10,12,2,884,16,900
12,1,2,977,10,987
7,10,2,1040,44,1084
4,15,2,1084,12,1096
14,19,2,1210,48,1258
6,16,2,1338,36,1374
11,14,2,1378,38,1416
19,15,2,1420,20,1440
9,15,2,1453,14,1467
15,16,2,1467,27,1494
20,2,1,44,27,71
3,4,1,153,35,188
1,7,1,231,14,245
2,14,1,378,23,401
18,17,1,479,46,525
17,4,1,541,14,555
16,7,1,630,30,660
8,18,1,825,32,857
15,4,1,858,30,888
10,13,1,900,25,925
13,11,1,955,26,981
14,11,1,984,36,1020
9,3,1,1035,34,1069
12,5,1,1072,26,1098
4,17,1,1133,30,1163
6,12,1,1163,44,1207
7,17,1,1270,28,1298
19,11,1,1298,44,1342
11,13,1,1342,36,1378
5,17,1,1452,49,1501
