Job,Operation,Machine,Start,Duration,End
16,2,10,76,81,157
30,3,10,236,71,307
12,7,10,314,90,404
4,9,10,478,35,513
10,6,10,526,88,614
25,1,10,685,59,744
23,7,10,812,29,841
2,3,10,929,73,1002
24,3,10,1035,41,1076
22,5,10,1165,65,1230
6,8,10,1242,7,1249
13,7,10,1273,11,1284
26,8,10,1324,10,1334
5,7,10,1456,20,1476
14,9,10,1476,66,1542
11,7,10,1600,5,1605
15,5,10,1666,57,1723
21,5,10,1723,81,1804
17,8,10,1826,29,1855
7,8,10,1864,36,1900
8,6,10,1932,78,2010
27,7,10,2037,96,2133
28,1,10,2204,32,2236
3,10,10,2334,82,2416
1,9,10,2416,96,2512
29,10,10,2589,49,2638
9,8,10,2802,40,2842
19,9,10,2850,22,2872
20,9,10,2872,23,2895
18,9,10,2927,35,2962
17,2,9,30,72,102
22,3,9,148,25,173
12,6,9,250,64,314
30,4,9,314,44,358
16,6,9,371,26,397
23,1,9,454,31,485
4,10,9,513,47,560
10,7,9,614,54,668
11,1,9,713,62,775
25,4,9,901,80,981
29,5,9,1018,45,1063
6,6,9,1113,77,1190
13,6,9,1224,49,1273
24,8,9,1273,97,1370
26,10,9,1370,96,1466
5,8,9,1476,15,1491
14,10,9,1542,47,1589
21,1,9,1591,32,1623
9,2,9,1680,29,1709
15,6,9,1723,93,1816
7,7,9,1816,48,1864
27,5,9,1864,86,1950
8,7,9,2010,41,2051
2,7,9,2103,57,2160
3,8,9,2220,34,2254
1,5,9,2254,77,2331
20,3,9,2338,99,2437
28,6,9,2554,39,2593
19,7,9,2692,94,2786
18,8,9,2866,61,2927
16,1,8,0,76,76
12,3,8,89,82,171
4,3,8,171,62,233
26,1,8,265,36,301
23,2,8,490,84,574
27,4,8,574,27,601
10,9,8,722,32,754
2,1,8,812,31,843
30,8,8,843,33,876
11,4,8,895,69,964
13,1,8,1016,50,1066
29,6,8,1066,69,1135
24,5,8,1135,56,1191
22,7,8,1297,21,1318
14,8,8,1401,69,1470
5,10,8,1541,67,1608
15,4,8,1608,58,1666
8,2,8,1666,76,1742
7,6,8,1751,56,1807
21,7,8,1890,40,1930
17,10,8,1964,64,2028
20,1,8,2145,99,2244
3,9,8,2254,80,2334
19,2,8,2429,43,2472
1,10,8,2512,84,2596
28,7,8,2598,92,2690
9,9,8,2846,13,2859
25,10,8,2859,7,2866
6,10,8,2866,70,2936
18,10,8,2962,34,2996
17,1,7,0,30,30
22,1,7,63,15,78
4,2,7,92,72,164
16,4,7,233,61,294
29,4,7,305,27,332
10,5,7,462,64,526
12,10,7,577,63,640
30,6,7,684,82,766
6,2,7,793,93,886
23,10,7,925,83,1008
25,6,7,1008,40,1048
5,2,7,1104,71,1175
26,6,7,1189,9,1198
14,5,7,1222,56,1278
13,8,7,1284,88,1372
24,9,7,1372,77,1449
15,1,7,1449,47,1496
3,6,7,1578,22,1600
7,5,7,1656,87,1743
11,10,7,1743,93,1836
8,5,7,1848,84,1932
21,8,7,1932,9,1941
1,1,7,1966,89,2055
27,9,7,2231,99,2330
2,10,7,2330,21,2351
28,4,7,2422,81,2503
19,4,7,2544,88,2632
20,6,7,2667,31,2698
18,7,7,2780,86,2866
9,10,7,2866,82,2948
14,2,6,62,39,101
30,2,6,209,26,235
29,3,6,283,22,305
4,6,6,305,75,380
10,4,6,380,82,462
12,9,6,489,88,577
23,3,6,577,37,614
16,8,6,614,22,636
26,4,6,645,77,722
3,2,6,852,71,923
6,4,6,963,93,1056
24,4,6,1076,59,1135
25,8,6,1235,56,1291
13,9,6,1372,31,1403
22,9,6,1403,65,1468
5,9,6,1491,50,1541
11,6,6,1568,32,1600
7,4,6,1649,6,1655
21,4,6,1702,19,1721
17,7,6,1721,95,1816
15,8,6,1887,53,1940
27,6,6,1950,87,2037
2,6,6,2059,39,2098
8,10,6,2123,15,2138
1,8,6,2353,58,2411
20,4,6,2437,98,2535
18,3,6,2572,16,2588
19,5,6,2632,17,2649
9,6,6,2649,88,2737
28,9,6,2758,56,2814
14,1,5,0,62,62
4,1,5,80,11,91
12,4,5,171,7,178
29,1,5,178,93,271
16,5,5,294,77,371
26,3,5,371,54,425
24,1,5,425,80,505
17,6,5,570,92,662
10,8,5,668,54,722
23,6,5,723,89,812
11,3,5,815,72,887
30,10,5,969,99,1068
13,2,5,1068,28,1096
5,3,5,1183,12,1195
22,6,5,1231,64,1295
25,9,5,1295,88,1383
7,1,5,1519,26,1545
21,3,5,1638,55,1693
8,4,5,1818,30,1848
2,4,5,1943,15,1958
15,10,5,1958,79,2037
1,3,5,2113,97,2210
3,7,5,2210,10,2220
27,10,5,2330,70,2400
19,3,5,2472,72,2544
18,4,5,2597,85,2682
6,9,5,2682,58,2740
9,7,5,2740,54,2794
28,10,5,2814,52,2866
20,10,5,2895,89,2984
12,2,4,78,11,89
17,3,4,102,43,145
26,2,4,303,58,361
10,3,4,373,6,379
4,7,4,380,7,387
27,2,4,399,92,491
23,4,4,614,24,638
16,10,4,694,78,772
30,7,4,773,68,841
25,3,4,845,50,895
