Job,Operation,Machine,Start,Duration,End
4,1,15,0,63,63
8,2,15,77,72,149
7,1,15,149,19,168
1,5,15,239,13,252
12,2,15,260,56,316
13,2,15,364,58,422
15,5,15,469,26,495
10,7,15,522,49,571
2,1,15,732,42,774
3,6,15,826,7,833
6,5,15,974,74,1048
5,8,15,1141,98,1239
9,15,15,1453,23,1476
14,14,15,1533,23,1556
11,13,15,1569,9,1578
9,1,14,33,6,39
12,5,14,391,25,416
7,4,14,416,91,507
8,12,14,507,60,567
1,12,14,657,43,700
13,11,14,757,74,831
3,7,14,833,12,845
4,10,14,845,60,905
5,6,14,1101,31,1132
14,9,14,1196,92,1288
6,13,14,1442,21,1463
15,13,14,1568,35,1603
11,15,14,1603,28,1631
10,13,14,1674,55,1729
2,15,14,1744,72,1816
1,2,13,26,67,93
9,5,13,271,92,363
8,11,13,492,10,502
7,8,13,611,18,629
12,11,13,680,9,689
3,3,13,689,34,723
4,9,13,740,99,839
2,4,13,870,46,916
13,13,13,916,99,1015
11,3,13,1273,79,1352
14,12,13,1404,54,1458
5,14,13,1489,91,1580
10,11,13,1590,8,1598
15,14,13,1603,87,1690
6,14,13,1690,47,1737
4,2,12,63,45,108
8,4,12,184,90,274
15,3,12,305,56,361
9,6,12,365,23,388
10,4,12,388,77,465
1,10,12,465,85,550
7,7,12,562,49,611
12,12,12,689,69,758
6,1,12,758,35,793
3,9,12,856,70,926
14,5,12,926,60,986
13,14,12,1015,56,1071
5,7,12,1132,9,1141
2,11,12,1212,57,1269
11,7,12,1381,30,1411
7,3,11,225,24,249
1,9,11,438,23,461
8,10,11,464,18,482
9,8,11,482,95,577
15,8,11,577,88,665
14,1,11,665,17,682
12,13,11,758,71,829
13,12,11,834,77,911
3,10,11,930,43,973
5,5,11,1029,72,1101
6,7,11,1120,35,1155
2,9,11,1155,7,1162
11,1,11,1162,22,1184
4,15,11,1184,59,1243
10,9,11,1511,48,1559
9,4,10,187,79,266
13,1,10,272,85,357
4,7,10,357,72,429
15,6,10,496,62,558
7,9,10,629,58,687
8,15,10,704,15,719
12,14,10,829,85,914
5,3,10,914,98,1012
2,7,10,1040,80,1120
3,13,10,1135,11,1146
6,8,10,1155,25,1180
11,5,10,1359,15,1374
14,15,10,1556,38,1594
10,14,10,1729,29,1758
1,15,10,1758,75,1833
9,2,9,43,86,129
4,5,9,231,27,258
1,6,9,323,43,366
8,9,9,402,60,462
13,4,9,474,64,538
10,8,9,571,77,648
12,10,9,663,17,680
7,11,9,711,52,763
3,8,9,845,11,856
2,6,9,941,93,1034
14,7,9,1034,98,1132
6,10,9,1237,52,1289
5,12,9,1334,65,1399
11,10,9,1474,52,1526
15,12,9,1539,29,1568
8,1,8,0,77,77
7,2,8,168,57,225
15,4,8,366,93,459
4,8,8,459,9,468
12,8,8,482,93,575
1,14,8,742,8,750
3,5,8,783,43,826
13,15,8,1071,21,1092
9,10,8,1134,72,1206
5,9,8,1239,50,1289
6,11,8,1289,63,1352
14,11,8,1352,52,1404
11,12,8,1559,5,1564
10,10,8,1564,24,1588
2,14,8,1683,61,1744
1,4,7,165,74,239
10,2,7,313,28,341
8,6,7,342,18,360
12,6,7,416,58,474
15,7,7,563,7,570
13,6,7,593,37,630
3,4,7,723,60,783
6,2,7,793,80,873
7,14,7,919,20,939
4,12,7,974,69,1043
9,9,7,1043,91,1134
2,10,7,1162,50,1212
11,8,7,1416,38,1454
14,13,7,1458,75,1533
5,15,7,1580,71,1651
8,3,6,149,35,184
12,1,6,187,73,260
15,2,6,285,17,302
10,3,6,347,34,381
9,7,6,393,89,482
1,11,6,551,98,649
7,10,6,687,24,711
13,9,6,711,26,737
14,4,6,795,15,810
4,11,6,905,69,974
6,6,6,1048,72,1120
2,8,6,1120,26,1146
3,14,6,1146,68,1214
5,10,6,1289,37,1326
11,9,6,1461,11,1472
4,3,5,108,49,157
3,2,5,157,99,256
8,5,5,274,68,342
1,7,5,373,30,403
10,5,5,465,47,512
12,9,5,575,88,663
13,8,5,675,30,705
14,3,5,706,89,795
2,3,5,813,55,868
6,3,5,873,39,912
7,15,5,939,53,992
11,2,5,1184,89,1273
5,11,5,1326,8,1334
9,14,5,1402,51,1453
15,15,5,1690,57,1747
3,1,4,61,96,157
15,1,4,271,8,279
8,7,4,360,9,369
12,4,4,369,22,391
1,8,4,409,19,428
13,3,4,428,46,474
7,5,4,507,50,557
14,2,4,682,24,706
6,4,4,912,62,974
5,4,4,1012,17,1029
4,14,4,1135,40,1175
2,12,4,1269,73,1342
9,13,4,1346,56,1402
11,11,4,1536,20,1556
10,15,4,1758,40,1798
9,3,3,138,40,178
12,3,3,326,37,363
13,5,3,538,49,587
8,14,3,605,99,704
1,13,3,704,38,742
5,1,3,742,91,833
7,13,3,851,68,919
4,13,3,1045,84,1129
14,8,3,1132,64,1196
3,15,3,1214,72,1286
6,12,3,1352,90,1442
15,11,3,1496,43,1539
11,14,3,1582,20,1602
10,12,3,1602,72,1674
2,13,3,1674,9,1683
1,1,2,0,26,26
4,4,2,157,74,231
10,1,2,257,46,303
12,7,2,474,8,482
8,13,2,567,38,605
13,7,2,639,33,672
7,12,2,763,88,851
2,5,2,918,19,937
14,6,2,986,42,1028
3,12,2,1067,68,1135
6,9,2,1180,49,1229
9,12,2,1286,60,1346
11,6,2,1374,6,1380
5,13,2,1399,90,1489
15,10,2,1489,7,1496
1,3,1,93,72,165
4,6,1,320,30,350
8,8,1,369,33,402
10,6,1,512,10,522
7,6,1,557,5,562
13,10,1,737,20,757
2,2,1,774,39,813
5,2,1,833,75,908
12,15,1,914,55,969
3,11,1,975,91,1066
9,11,1,1206,80,1286
14,10,1,1288,63,1351
11,4,1,1352,7,1359
15,9,1,1383,97,1480
6,15,1,1737,38,1775
