Job,Operation,Machine,Start,Duration,End
2,6,10,209,11,220
15,8,10,410,54,464
5,10,10,526,55,581
3,6,10,678,20,698
8,9,10,716,81,797
20,8,10,834,94,928
4,9,10,967,56,1023
13,9,10,1051,76,1127
11,8,10,1148,78,1226
1,7,10,1257,56,1313
18,8,10,1313,72,1385
7,7,10,1478,47,1525
19,10,10,1529,41,1570
17,10,10,1618,29,1647
12,8,10,1681,76,1757
14,10,10,1757,94,1851
6,6,10,1880,64,1944
10,6,10,1962,14,1976
9,9,10,1977,43,2020
16,9,10,2020,80,2100
2,7,9,220,73,293
15,7,9,396,14,410
5,7,9,410,27,437
8,6,9,499,83,582
3,7,9,698,29,727
20,7,9,740,84,824
4,8,9,914,53,967
18,6,9,967,38,1005
13,10,9,1127,38,1165
1,6,9,1165,92,1257
11,10,9,1279,82,1361
19,8,9,1361,99,1460
17,8,9,1462,88,1550
14,6,9,1600,4,1604
7,9,9,1623,79,1702
12,9,9,1761,55,1816
9,6,9,1852,36,1888
16,8,9,1924,88,2012
6,10,9,2020,41,2061
10,10,9,2084,14,2098
2,8,8,293,35,328
15,6,8,328,68,396
5,9,8,439,87,526
3,8,8,727,38,765
8,10,8,797,44,841
13,6,8,841,51,892
4,7,8,903,11,914
20,9,8,933,32,965
11,6,8,997,56,1053
1,8,8,1313,3,1316
18,9,8,1385,18,1403
17,7,8,1451,11,1462
19,9,8,1462,67,1529
7,8,8,1529,94,1623
12,7,8,1641,40,1681
14,9,8,1718,37,1755
16,7,8,1825,99,1924
6,7,8,1948,16,1964
9,10,8,2020,12,2032
10,9,8,2035,49,2084
2,9,7,328,93,421
5,8,7,437,2,439
15,10,7,501,99,600
8,8,7,627,89,716
3,9,7,765,90,855
13,7,7,892,74,966
20,10,7,966,54,1020
4,10,7,1023,98,1121
11,9,7,1226,53,1279
19,7,7,1279,43,1322
1,10,7,1389,17,1406
18,10,7,1406,18,1424
7,6,7,1451,19,1470
17,9,7,1550,68,1618
12,6,7,1618,23,1641
14,8,7,1681,37,1718
9,8,7,1932,45,1977
10,7,7,1977,2,1979
6,9,7,1979,41,2020
16,10,7,2100,5,2105
5,6,6,355,55,410
2,10,6,421,12,433
15,9,6,464,37,501
8,7,6,582,45,627
20,6,6,709,6,715
3,10,6,855,39,894
4,6,6,898,5,903
13,8,6,966,85,1051
11,7,6,1053,95,1148
19,6,6,1179,92,1271
18,7,6,1275,37,1312
1,9,6,1316,73,1389
17,6,6,1389,62,1451
14,7,6,1604,77,1681
7,10,6,1702,21,1723
16,6,6,1744,81,1825
12,10,6,1825,45,1870
9,7,6,1888,44,1932
6,8,6,1968,5,1973
10,8,6,1979,56,2035
2,2,5,5,64,69
5,3,5,118,41,159
15,3,5,191,34,225
20,1,5,227,69,296
18,3,5,307,21,328
8,4,5,338,98,436
3,2,5,436,75,511
13,2,5,590,64,654
16,1,5,654,24,678
4,1,5,678,29,707
11,3,5,719,1,720
1,3,5,984,10,994
19,5,5,1077,98,1175
7,3,5,1237,37,1274
17,4,5,1274,87,1361
14,4,5,1530,2,1532
12,5,5,1559,55,1614
6,3,5,1674,84,1758
9,5,5,1761,91,1852
10,5,5,1906,51,1957
2,3,4,69,30,99
18,2,4,99,3,102
5,2,4,102,16,118
15,2,4,135,46,181
8,2,4,232,67,299
20,2,4,299,64,363
3,1,4,400,35,435
19,2,4,435,55,490
13,1,4,495,90,585
11,1,4,629,75,704
4,2,4,707,21,728
6,1,4,735,97,832
1,4,4,998,95,1093
7,1,4,1125,41,1166
14,1,4,1292,57,1349
17,5,4,1361,25,1386
12,4,4,1463,90,1553
9,3,4,1659,39,1698
16,5,4,1702,42,1744
10,4,4,1831,74,1905
18,1,3,10,85,95
2,4,3,99,14,113
10,1,3,190,29,219
15,4,3,227,23,250
5,5,3,250,100,350
8,5,3,436,63,499
19,4,3,521,29,550
3,5,3,595,83,678
20,5,3,678,31,709
11,2,3,709,10,719
13,4,3,736,33,769
4,4,3,785,93,878
1,1,3,896,16,912
17,2,3,912,51,963
12,2,3,1054,96,1150
7,5,3,1351,92,1443
14,3,3,1443,87,1530
16,3,3,1565,92,1657
9,4,3,1698,63,1761
6,4,3,1761,71,1832
2,1,2,0,5,5
15,1,2,118,16,134
5,4,2,163,78,241
8,3,2,299,39,338
18,5,2,377,79,456
19,3,2,490,31,521
3,4,2,565,30,595
17,1,2,595,56,651
20,4,2,661,13,674
16,2,2,678,73,751
13,5,2,778,59,837
6,2,2,837,32,869
4,5,2,878,20,898
11,5,2,898,99,997
1,5,2,1095,64,1159
7,2,2,1170,57,1227
14,2,2,1358,84,1442
12,3,2,1442,21,1463
9,1,2,1502,88,1590
10,2,2,1798,17,1815
5,1,1,78,17,95
2,5,1,113,96,209
8,1,1,209,23,232
15,5,1,251,77,328
18,4,1,328,49,377
19,1,1,430,2,432
20,3,1,432,61,493
3,3,1,511,54,565
13,3,1,661,72,733
4,3,1,733,52,785
11,4,1,853,35,888
1,2,1,920,59,979
12,1,1,979,75,1054
17,3,1,1271,3,1274
7,4,1,1281,64,1345
14,5,1,1532,68,1600
9,2,1,1600,59,1659
16,4,1,1659,43,1702
10,3,1,1819,6,1825
6,5,1,1834,38,1872
