Job,Operation,Machine,Start,Duration,End
6,1,5,34,82,116
7,1,5,116,75,191
9,2,5,201,50,251
10,1,5,292,20,312
5,4,5,322,71,393
11,1,5,393,93,486
4,4,5,487,73,560
15,3,5,575,15,590
13,3,5,592,6,598
3,3,5,613,39,652
2,2,5,652,96,748
14,2,5,767,36,803
12,3,5,871,7,878
1,4,5,880,58,938
8,3,5,938,35,973
6,0,4,0,34,34
13,0,4,35,27,62
8,1,4,62,47,109
9,1,4,116,75,191
5,3,4,252,70,322
10,2,4,322,15,337
4,0,4,363,57,420
15,0,4,420,76,496
11,2,4,496,68,564
3,4,4,652,85,737
2,3,4,750,77,827
1,2,4,827,5,832
14,4,4,832,48,880
12,4,4,880,77,957
7,4,4,977,7,984
8,0,3,0,62,62
5,0,3,62,48,110
6,2,3,116,80,196
10,0,3,196,67,263
13,1,3,263,82,345
9,4,3,345,94,439
4,2,3,441,31,472
15,1,3,496,36,532
3,2,3,532,81,613
12,0,3,640,70,710
14,1,3,710,56,766
1,1,3,780,44,824
2,4,3,827,84,911
11,3,3,911,29,940
7,3,3,940,17,957
7,0,2,23,91,114
2,0,2,114,89,203
5,2,2,203,49,252
9,3,2,252,90,342
10,4,2,349,71,420
4,1,2,420,21,441
3,1,2,442,87,529
13,2,2,529,63,592
15,4,2,592,8,600
6,4,2,601,22,623
14,0,2,623,87,710
1,0,2,714,58,772
12,2,2,773,93,866
8,2,2,866,72,938
11,4,2,940,57,997
11,0,1,0,52,52
9,0,1,52,64,116
5,1,1,163,40,203
2,1,1,203,97,300
10,3,1,337,12,349
3,0,1,357,77,434
4,3,1,472,15,487
15,2,1,534,36,570
6,3,1,591,10,601
13,4,1,601,95,696
12,1,1,713,58,771
14,3,1,805,26,831
1,3,1,871,9,880
7,2,1,880,55,935
8,4,1,973,11,984
