Job,Operation,Machine,Start,Duration,End
8,2,10,57,11,68
6,4,10,141,39,180
7,5,10,269,32,301
5,3,10,301,55,356
9,3,10,544,23,567
2,7,10,568,62,630
10,4,10,773,50,823
1,10,10,823,24,847
4,8,10,966,30,996
3,10,10,996,96,1092
7,3,9,106,86,192
6,6,9,192,30,222
2,2,9,222,95,317
5,4,9,356,78,434
3,5,9,495,70,565
8,10,9,579,10,589
4,4,9,642,13,655
9,5,9,655,58,713
1,9,9,733,82,815
10,7,9,974,60,1034
7,4,8,192,77,269
6,9,8,311,20,331
8,6,8,380,7,387
5,5,8,434,68,502
9,4,8,567,87,654
1,8,8,654,79,733
4,6,8,769,97,866
3,9,8,981,5,986
2,9,8,1012,92,1104
10,10,8,1183,13,1196
6,8,7,261,50,311
3,2,7,348,71,419
7,8,7,427,53,480
8,8,7,480,31,511
1,7,7,511,39,550
9,6,7,713,89,802
4,7,7,870,93,963
2,8,7,963,49,1012
5,10,7,1031,40,1071
10,9,7,1094,89,1183
6,2,6,117,11,128
5,2,6,293,7,300
8,5,6,301,72,373
2,4,6,386,63,449
1,6,6,493,9,502
7,10,6,523,89,612
3,7,6,613,49,662
4,5,6,662,98,760
9,8,6,876,29,905
10,6,6,905,69,974
8,3,5,68,37,105
7,7,5,390,37,427
1,5,5,473,20,493
5,6,5,502,81,583
4,3,5,629,6,635
10,3,5,696,69,765
9,7,5,802,74,876
3,8,5,915,66,981
6,10,5,981,51,1032
2,10,5,1104,16,1120
7,2,4,38,68,106
6,7,4,222,39,261
1,4,4,292,7,299
2,3,4,317,67,384
3,4,4,428,67,495
8,9,4,511,68,579
5,7,4,588,90,678
9,10,4,979,23,1002
4,9,4,1002,34,1036
10,8,4,1036,58,1094
6,5,3,182,10,192
1,3,3,206,86,292
7,6,3,301,89,390
8,7,3,390,52,442
2,5,3,451,87,538
3,6,3,565,48,613
10,2,3,630,57,687
5,8,3,687,75,762
9,9,3,905,74,979
4,10,3,1036,83,1119
6,1,2,68,42,110
1,2,2,110,96,206
8,4,2,257,41,298
3,3,2,419,9,428
7,9,2,480,43,523
9,2,2,523,21,544
2,6,2,544,24,568
4,2,2,588,31,619
5,9,2,762,66,828
10,5,2,833,65,898
7,1,1,0,38,38
8,1,1,38,19,57
1,1,1,67,36,103
6,3,1,128,5,133
2,1,1,165,16,181
5,1,1,184,99,283
3,1,1,283,65,348
9,1,1,383,83,466
4,1,1,528,50,578
10,1,1,579,44,623
